param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  6  7  5  2  6  4  6  9  10  8  8  5  10  6
2  4  100  7  5  5  2  10  10  3  5  3  6  7  6  8  3
3  6  7  100  4  9  2  7  10  4  3  3  6  3  6  10  10
4  7  5  4  100  5  6  2  6  6  4  9  7  3  2  7  7
5  5  5  9  5  100  5  10  8  10  7  7  3  4  4  8  4
6  2  2  2  6  5  100  2  3  10  3  10  8  5  9  8  6
7  6  10  7  2  10  2  100  8  5  2  3  7  9  7  6  5
8  4  10  10  6  8  3  8  100  2  3  7  10  10  7  8  7
9  6  3  4  6  10  10  5  2  100  10  2  9  8  2  6  2
10  9  5  3  4  7  3  2  3  10  100  7  2  7  2  6  9
11  10  3  3  9  7  10  3  7  2  7  100  4  8  5  2  5
12  8  6  6  7  3  8  7  10  9  2  4  100  7  9  10  2
13  8  7  3  3  4  5  9  10  8  7  8  7  100  3  4  8
14  5  6  6  2  4  9  7  7  2  2  5  9  3  100  3  8
15  10  8  10  7  8  8  6  8  6  6  2  10  4  3  100  7
16  6  3  10  7  4  6  5  7  2  9  5  2  8  8  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  100  100  100  5  100  100  100  8  100  100  100  100  5  9
2  8  100  9  100  100  100  100  100  4  3  100  100  100  9  100  2
3  100  9  100  4  100  100  5  100  100  100  100  100  7  4  100  100
4  100  100  4  100  8  100  100  100  100  100  4  100  8  100  7  100
5  100  100  100  8  100  2  100  100  8  100  100  3  5  2  100  100
6  5  100  100  100  2  100  10  100  100  100  100  100  100  100  6  100
7  100  100  5  100  100  10  100  4  5  100  100  100  6  100  100  100
8  100  100  100  100  100  100  4  100  5  3  100  100  100  100  100  100
9  100  4  100  100  8  100  5  5  100  6  100  100  100  100  100  100
10  8  3  100  100  100  100  100  3  6  100  7  100  7  100  100  100
11  100  100  100  4  100  100  100  100  100  7  100  7  100  100  3  7
12  100  100  100  100  3  100  100  100  100  100  7  100  5  100  100  100
13  100  100  7  8  5  100  6  100  100  7  100  5  100  2  100  100
14  100  9  4  100  2  100  100  100  100  100  100  100  2  100  9  100
15  5  100  100  7  100  6  100  100  100  100  3  100  100  9  100  7
16  9  2  100  100  100  100  100  100  100  100  7  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  1  0  0  0  0  0  1
3  .  .  .  1  0  0  1  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  1  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  1  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  16
2  5  6
3  5  14
4  13  14
5  2  10
6  5  12
7  8  10
8  11  15
9  2  9
10  3  4
11  3  14
12  4  11
13  7  8
14  1  6
15  3  7
;
