param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  9  3  5  3  3  9  4  4  7  9  3  9  2  8
2  2  100  2  8  6  7  4  8  5  10  3  9  4  6  5  5
3  9  2  100  5  6  9  8  3  4  5  3  5  7  9  4  4
4  3  8  5  100  7  9  8  3  2  5  7  8  9  6  8  2
5  5  6  6  7  100  9  10  5  7  7  6  5  2  3  2  7
6  3  7  9  9  9  100  4  8  4  6  2  7  8  7  8  6
7  3  4  8  8  10  4  100  5  7  10  2  7  2  4  7  6
8  9  8  3  3  5  8  5  100  4  3  5  4  7  3  2  4
9  4  5  4  2  7  4  7  4  100  2  9  2  5  5  10  5
10  4  10  5  5  7  6  10  3  2  100  6  3  4  10  5  4
11  7  3  3  7  6  2  2  5  9  6  100  4  10  3  6  3
12  9  9  5  8  5  7  7  4  2  3  4  100  4  8  7  7
13  3  4  7  9  2  8  2  7  5  4  10  4  100  10  5  10
14  9  6  9  6  3  7  4  3  5  10  3  8  10  100  8  3
15  2  5  4  8  2  8  7  2  10  5  6  7  5  8  100  5
16  8  5  4  2  7  6  6  4  5  4  3  7  10  3  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  100  2  100  100  3  100  100  3  100  100  100  100  100  8
2  5  100  9  6  100  100  6  4  100  100  100  100  100  100  10  100
3  100  9  100  4  5  100  100  100  100  100  100  100  100  7  100  100
4  2  6  4  100  2  100  100  100  100  100  100  100  100  100  100  100
5  100  100  5  2  100  10  100  6  4  100  100  100  100  100  100  100
6  100  100  100  100  10  100  4  3  100  2  100  9  2  100  100  100
7  3  6  100  100  100  4  100  3  4  100  100  100  100  6  100  100
8  100  4  100  100  6  3  3  100  5  7  100  2  100  100  100  4
9  100  100  100  100  4  100  4  5  100  4  100  100  100  100  3  100
10  3  100  100  100  100  2  100  7  4  100  3  100  100  9  100  100
11  100  100  100  100  100  100  100  100  100  3  100  10  100  100  2  100
12  100  100  100  100  100  9  100  2  100  100  10  100  4  100  100  100
13  100  100  100  100  100  2  100  100  100  100  100  4  100  7  100  100
14  100  100  7  100  100  100  6  100  100  9  100  100  7  100  2  100
15  100  10  100  100  100  100  100  100  3  100  2  100  100  2  100  8
16  8  100  100  100  100  100  100  4  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  0  1  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  1  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  4  5
3  6  10
4  6  13
5  8  12
6  11  15
7  14  15
8  1  7
9  1  10
10  6  8
11  9  15
12  10  11
13  2  8
14  3  4
15  8  16
;
