param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  3  8  4  5  7  10  2  10  7  9  8  7  9  4
2  7  100  9  7  6  10  2  9  5  8  9  4  10  10  5  9
3  3  9  100  7  5  7  10  2  9  2  10  2  2  6  2  3
4  8  7  7  100  8  6  9  10  8  5  8  9  5  6  6  8
5  4  6  5  8  100  9  3  8  7  6  4  8  10  10  2  3
6  5  10  7  6  9  100  4  4  4  5  4  8  7  8  7  6
7  7  2  10  9  3  4  100  7  5  8  8  3  7  8  2  10
8  10  9  2  10  8  4  7  100  10  6  6  2  3  7  7  10
9  2  5  9  8  7  4  5  10  100  8  6  8  4  6  10  7
10  10  8  2  5  6  5  8  6  8  100  6  7  10  7  6  2
11  7  9  10  8  4  4  8  6  6  6  100  2  2  3  10  7
12  9  4  2  9  8  8  3  2  8  7  2  100  8  8  5  5
13  8  10  2  5  10  7  7  3  4  10  2  8  100  4  4  3
14  7  10  6  6  10  8  8  7  6  7  3  8  4  100  8  6
15  9  5  2  6  2  7  2  7  10  6  10  5  4  8  100  3
16  4  9  3  8  3  6  10  10  7  2  7  5  3  6  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  100  100  10  100  10  9  100  100  100  100  100  100  100  10
2  8  100  9  100  100  100  100  100  100  100  6  100  4  2  100  100
3  100  9  100  3  6  100  7  100  100  100  8  100  100  100  100  100
4  100  100  3  100  2  100  100  100  100  7  100  100  100  4  100  100
5  10  100  6  2  100  7  100  100  100  100  100  5  7  100  100  100
6  100  100  100  100  7  100  6  2  100  3  100  100  100  3  100  100
7  10  100  7  100  100  6  100  2  100  100  100  100  100  100  100  100
8  9  100  100  100  100  2  2  100  10  100  100  2  100  100  6  100
9  100  100  100  100  100  100  100  10  100  5  100  100  100  100  100  100
10  100  100  100  7  100  3  100  100  5  100  9  100  100  100  100  100
11  100  6  8  100  100  100  100  100  100  9  100  7  100  100  8  100
12  100  100  100  100  5  100  100  2  100  100  7  100  2  100  9  100
13  100  4  100  100  7  100  100  100  100  100  100  2  100  5  6  100
14  100  2  100  4  100  3  100  100  100  100  100  100  5  100  2  100
15  100  100  100  100  100  100  100  6  100  100  8  9  6  2  100  3
16  10  100  100  100  100  100  100  100  100  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  1  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  14
2  4  5
3  6  8
4  7  8
5  8  12
6  12  13
7  14  15
8  3  4
9  6  10
10  6  14
11  15  16
12  4  14
13  9  10
14  2  11
15  1  2
;
