param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  10  3  6  9  10  8  9  6  8  7  8  5  2  7
2  4  100  6  3  5  8  7  9  3  3  8  4  8  9  10  4
3  10  6  100  10  3  9  7  7  9  7  4  9  10  10  8  3
4  3  3  10  100  4  9  7  5  8  3  3  5  4  10  8  4
5  6  5  3  4  100  2  2  8  10  10  7  8  7  8  5  6
6  9  8  9  9  2  100  5  4  2  10  10  3  5  2  5  7
7  10  7  7  7  2  5  100  4  8  9  3  6  5  3  8  4
8  8  9  7  5  8  4  4  100  2  4  8  10  7  8  2  2
9  9  3  9  8  10  2  8  2  100  10  10  3  8  3  4  10
10  6  3  7  3  10  10  9  4  10  100  5  7  7  9  3  8
11  8  8  4  3  7  10  3  8  10  5  100  9  4  2  7  10
12  7  4  9  5  8  3  6  10  3  7  9  100  6  6  7  7
13  8  8  10  4  7  5  5  7  8  7  4  6  100  10  8  4
14  5  9  10  10  8  2  3  8  3  9  2  6  10  100  2  10
15  2  10  8  8  5  5  8  2  4  3  7  7  8  2  100  8
16  7  4  3  4  6  7  4  2  10  8  10  7  4  10  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  100  100  6  100  100  100  7  100  100  100  100  100  8  2
2  4  100  10  100  100  2  100  100  100  10  100  100  100  7  100  100
3  100  10  100  5  100  100  100  3  100  100  100  100  100  100  4  100
4  100  100  5  100  2  5  4  100  8  2  100  100  100  100  100  100
5  6  100  100  2  100  10  100  100  100  100  2  100  100  100  100  100
6  100  2  100  5  10  100  10  5  100  6  4  100  100  100  100  4
7  100  100  100  4  100  10  100  3  100  100  100  100  100  10  100  100
8  100  100  3  100  100  5  3  100  8  3  100  100  100  100  10  100
9  7  100  100  8  100  100  100  8  100  6  100  3  100  100  100  100
10  100  10  100  2  100  6  100  3  6  100  9  100  100  100  100  100
11  100  100  100  100  2  4  100  100  100  9  100  8  100  100  100  100
12  100  100  100  100  100  100  100  100  3  100  8  100  6  6  100  100
13  100  100  100  100  100  100  100  100  100  100  100  6  100  2  100  100
14  100  7  100  100  100  100  10  100  100  100  100  6  2  100  7  3
15  8  100  4  100  100  100  100  10  100  100  100  100  100  7  100  10
16  2  100  100  100  100  4  100  100  100  100  100  100  100  3  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  16
2  2  6
3  4  5
4  4  10
5  5  11
6  13  14
7  3  8
8  7  8
9  8  10
10  9  12
11  14  16
12  1  2
13  3  15
14  6  11
15  1  5
;
