param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  5  3  8  8  4  10  4  6  3  10  5  8  7  4
2  4  100  4  3  3  7  2  6  2  4  10  2  3  8  2  8
3  5  4  100  4  8  6  8  2  7  4  9  8  2  9  4  5
4  3  3  4  100  4  2  3  4  8  3  7  4  6  2  4  5
5  8  3  8  4  100  6  4  4  8  10  5  10  4  10  8  8
6  8  7  6  2  6  100  2  8  7  8  4  4  4  6  3  8
7  4  2  8  3  4  2  100  8  8  3  8  10  8  10  6  10
8  10  6  2  4  4  8  8  100  10  6  2  7  3  10  5  2
9  4  2  7  8  8  7  8  10  100  8  4  9  8  8  9  3
10  6  4  4  3  10  8  3  6  8  100  3  8  10  8  10  6
11  3  10  9  7  5  4  8  2  4  3  100  7  9  9  2  9
12  10  2  8  4  10  4  10  7  9  8  7  100  5  6  3  8
13  5  3  2  6  4  4  8  3  8  10  9  5  100  6  7  10
14  8  8  9  2  10  6  10  10  8  8  9  6  6  100  4  3
15  7  2  4  4  8  3  6  5  9  10  2  3  7  4  100  7
16  4  8  5  5  8  8  10  2  3  6  9  8  10  3  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  100  100  100  100  100  100  100  100  100  100  100  100  100  8
2  3  100  10  100  100  100  100  100  100  100  100  100  10  100  100  100
3  100  10  100  5  100  100  100  100  100  100  100  100  100  100  100  100
4  100  100  5  100  2  7  100  4  8  100  100  100  100  100  100  100
5  100  100  100  2  100  5  100  100  100  100  100  100  100  100  100  100
6  100  100  100  7  5  100  2  100  100  100  100  100  100  100  100  100
7  100  100  100  100  100  2  100  5  100  100  100  10  100  100  100  8
8  100  100  100  4  100  100  5  100  2  100  100  100  100  100  100  100
9  100  100  100  8  100  100  100  2  100  9  100  100  100  100  100  100
10  100  100  100  100  100  100  100  100  9  100  8  6  9  100  100  100
11  100  100  100  100  100  100  100  100  100  8  100  8  9  100  4  100
12  100  100  100  100  100  100  10  100  100  6  8  100  10  100  100  100
13  100  10  100  100  100  100  100  100  100  9  9  10  100  4  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  4  100  2  4
15  100  100  100  100  100  100  100  100  100  100  4  100  100  2  100  9
16  8  100  100  100  100  100  8  100  100  100  100  100  100  4  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  6  7
3  8  9
4  14  15
5  1  2
6  4  8
7  11  15
8  13  14
9  14  16
10  3  4
11  5  6
12  10  12
13  1  16
14  7  16
15  10  11
;
