param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  2  3  3  7  7  2  3  7  7  8  8  4  4  3
2  10  100  3  8  2  7  6  7  4  4  7  2  6  10  3  5
3  2  3  100  7  7  7  2  4  6  6  9  8  7  7  6  8
4  3  8  7  100  2  5  7  6  4  5  9  6  7  7  7  4
5  3  2  7  2  100  10  2  10  7  4  2  9  3  2  6  9
6  7  7  7  5  10  100  2  9  3  4  4  7  9  10  8  3
7  7  6  2  7  2  2  100  2  4  2  6  2  6  10  4  9
8  2  7  4  6  10  9  2  100  4  9  2  8  3  3  9  7
9  3  4  6  4  7  3  4  4  100  7  2  9  7  2  2  7
10  7  4  6  5  4  4  2  9  7  100  9  4  2  7  3  9
11  7  7  9  9  2  4  6  2  2  9  100  2  4  8  4  3
12  8  2  8  6  9  7  2  8  9  4  2  100  5  3  6  9
13  8  6  7  7  3  9  6  3  7  2  4  5  100  7  4  5
14  4  10  7  7  2  10  10  3  2  7  8  3  7  100  4  7
15  4  3  6  7  6  8  4  9  2  3  4  6  4  4  100  2
16  3  5  8  4  9  3  9  7  7  9  3  9  5  7  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  100  9  4  100  100  100  100  100  8  100  100  100  9  9
2  4  100  3  100  7  100  100  100  100  8  100  3  100  100  100  8
3  100  3  100  8  100  100  100  100  100  100  7  8  100  100  100  8
4  9  100  8  100  6  100  5  100  100  100  100  100  100  100  100  100
5  4  7  100  6  100  5  100  100  100  100  100  100  10  100  100  100
6  100  100  100  100  5  100  9  100  100  100  100  100  100  100  100  100
7  100  100  100  5  100  9  100  7  100  100  100  3  3  100  100  100
8  100  100  100  100  100  100  7  100  9  100  100  100  4  6  100  100
9  100  100  100  100  100  100  100  9  100  4  100  100  100  100  3  100
10  100  8  100  100  100  100  100  100  4  100  8  100  100  100  100  100
11  8  100  7  100  100  100  100  100  100  8  100  6  100  2  100  100
12  100  3  8  100  100  100  3  100  100  100  6  100  10  100  100  100
13  100  100  100  100  10  100  3  4  100  100  100  10  100  5  2  100
14  100  100  100  100  100  100  100  6  100  100  2  100  5  100  3  2
15  9  100  100  100  100  100  100  100  3  100  100  100  2  3  100  5
16  9  8  8  100  100  100  100  100  100  100  100  100  100  2  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  11  14
2  13  15
3  14  16
4  2  3
5  2  12
6  7  12
7  7  13
8  9  15
9  14  15
10  1  2
11  1  5
12  8  13
13  9  10
14  4  7
15  5  6
;
