param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  8  8  7  9  7  4  4  4  5  5  10  8  8  5
2  10  100  4  4  10  9  10  4  3  9  4  6  5  10  4  9
3  8  4  100  5  4  2  5  2  6  3  9  7  9  7  3  7
4  8  4  5  100  3  9  9  8  2  4  9  7  4  6  8  7
5  7  10  4  3  100  2  4  8  7  4  4  3  9  2  5  7
6  9  9  2  9  2  100  3  10  9  7  2  9  7  9  4  5
7  7  10  5  9  4  3  100  3  2  8  10  6  3  9  6  9
8  4  4  2  8  8  10  3  100  7  8  10  4  6  9  3  3
9  4  3  6  2  7  9  2  7  100  10  5  10  10  8  9  8
10  4  9  3  4  4  7  8  8  10  100  5  3  10  9  10  8
11  5  4  9  9  4  2  10  10  5  5  100  3  6  9  5  7
12  5  6  7  7  3  9  6  4  10  3  3  100  9  6  5  9
13  10  5  9  4  9  7  3  6  10  10  6  9  100  2  8  4
14  8  10  7  6  2  9  9  9  8  9  9  6  2  100  5  8
15  8  4  3  8  5  4  6  3  9  10  5  5  8  5  100  2
16  5  9  7  7  7  5  9  3  8  8  7  9  4  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  100  100  100  100  100  100  100  100  2  8  8  100  100  8
2  6  100  8  100  100  100  100  9  10  100  100  100  100  100  4  100
3  100  8  100  7  100  100  100  5  100  100  100  100  100  100  2  100
4  100  100  7  100  8  100  7  100  7  8  6  8  3  100  100  100
5  100  100  100  8  100  8  6  100  100  100  100  100  100  100  100  100
6  100  100  100  100  8  100  5  100  100  100  100  100  100  100  100  100
7  100  100  100  7  6  5  100  9  100  100  8  100  100  100  100  7
8  100  9  5  100  100  100  9  100  9  6  100  100  100  100  7  3
9  100  10  100  7  100  100  100  9  100  9  6  100  100  100  100  100
10  100  100  100  8  100  100  100  6  9  100  6  100  100  9  100  100
11  2  100  100  6  100  100  8  100  6  6  100  4  100  100  10  100
12  8  100  100  8  100  100  100  100  100  100  4  100  9  100  100  100
13  8  100  100  3  100  100  100  100  100  100  100  9  100  4  9  100
14  100  100  100  100  100  100  100  100  100  9  100  100  4  100  5  100
15  100  4  2  100  100  100  100  7  100  100  10  100  9  5  100  5
16  8  100  100  100  100  100  7  3  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  1  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  3  15
3  4  13
4  8  16
5  2  15
6  11  12
7  13  14
8  3  8
9  6  7
10  14  15
11  1  2
12  5  7
13  8  10
14  9  11
15  4  7
;
