param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  4  8  10  3  5  6  4  7  7  3  4  10  3  3
2  9  100  10  6  9  5  9  8  7  3  6  5  2  7  10  3
3  4  10  100  3  9  10  5  7  6  10  10  2  10  4  10  9
4  8  6  3  100  9  4  3  6  2  3  3  9  6  5  4  8
5  10  9  9  9  100  7  9  4  5  3  5  4  6  9  5  6
6  3  5  10  4  7  100  5  6  2  2  5  4  2  6  10  6
7  5  9  5  3  9  5  100  4  10  10  2  3  3  3  6  10
8  6  8  7  6  4  6  4  100  10  5  4  7  6  3  6  3
9  4  7  6  2  5  2  10  10  100  2  9  2  9  2  2  10
10  7  3  10  3  3  2  10  5  2  100  10  5  9  3  7  9
11  7  6  10  3  5  5  2  4  9  10  100  8  7  6  9  4
12  3  5  2  9  4  4  3  7  2  5  8  100  3  4  7  7
13  4  2  10  6  6  2  3  6  9  9  7  3  100  5  7  6
14  10  7  4  5  9  6  3  3  2  3  6  4  5  100  7  10
15  3  10  10  4  5  10  6  6  2  7  9  7  7  7  100  5
16  3  3  9  8  6  6  10  3  10  9  4  7  6  10  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  100  100  9  100  100  100  100  8  100  100  3  7
2  9  100  9  4  7  8  100  9  100  100  7  100  100  100  100  100
3  100  9  100  2  100  100  100  8  100  100  100  100  100  8  2  100
4  100  4  2  100  4  100  100  100  100  9  100  9  100  100  8  100
5  100  7  100  4  100  7  100  100  100  100  8  100  6  100  100  7
6  100  8  100  100  7  100  6  100  100  100  100  100  100  100  100  100
7  9  100  100  100  100  6  100  10  100  100  100  100  100  8  100  100
8  100  9  8  100  100  100  10  100  3  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  3  100  2  7  100  100  100  100  100
10  100  100  100  9  100  100  100  100  2  100  7  100  100  100  100  100
11  100  7  100  100  8  100  100  100  7  7  100  3  100  100  100  100
12  8  100  100  9  100  100  100  100  100  100  3  100  6  100  100  100
13  100  100  100  100  6  100  100  100  100  100  100  6  100  7  5  100
14  100  100  8  100  100  100  8  100  100  100  100  100  7  100  9  3
15  3  100  2  8  100  100  100  100  100  100  100  100  5  9  100  5
16  7  100  100  100  7  100  100  100  100  100  100  100  100  3  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  1  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  3  15
3  9  10
4  1  15
5  8  9
6  11  12
7  14  16
8  2  4
9  4  5
10  13  15
11  15  16
12  6  7
13  12  13
14  2  11
15  5  6
;
