param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  5  5  5  10  4  4  5  3  9  4  7  2  6  7
2  3  100  5  5  7  8  3  6  10  2  6  10  9  10  3  9
3  5  5  100  7  7  6  9  7  10  9  5  3  5  6  8  3
4  5  5  7  100  2  2  10  9  2  8  8  10  5  9  5  5
5  5  7  7  2  100  3  8  2  3  4  2  7  5  7  4  7
6  10  8  6  2  3  100  2  3  9  8  8  10  3  8  7  5
7  4  3  9  10  8  2  100  5  2  3  2  10  6  8  4  4
8  4  6  7  9  2  3  5  100  7  4  4  6  8  2  3  5
9  5  10  10  2  3  9  2  7  100  8  9  4  8  5  9  4
10  3  2  9  8  4  8  3  4  8  100  8  3  3  3  10  4
11  9  6  5  8  2  8  2  4  9  8  100  5  2  7  2  2
12  4  10  3  10  7  10  10  6  4  3  5  100  5  7  4  10
13  7  9  5  5  5  3  6  8  8  3  2  5  100  7  5  3
14  2  10  6  9  7  8  8  2  5  3  7  7  7  100  9  7
15  6  3  8  5  4  7  4  3  9  10  2  4  5  9  100  7
16  7  9  3  5  7  5  4  5  4  4  2  10  3  7  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  5  100  7  100  100  100  100  100  100  100  100  100  100  5
2  4  100  9  100  100  100  100  100  100  100  100  8  100  100  100  100
3  5  9  100  8  100  7  100  100  100  100  4  100  100  100  100  100
4  100  100  8  100  10  100  8  9  100  100  10  100  100  100  100  100
5  7  100  100  10  100  2  100  100  100  100  5  100  8  100  8  100
6  100  100  7  100  2  100  10  5  100  100  100  100  100  100  100  100
7  100  100  100  8  100  10  100  2  100  100  100  100  2  100  100  9
8  100  100  100  9  100  5  2  100  3  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  3  100  5  100  6  100  100  100  100
10  100  100  100  100  100  100  100  100  5  100  6  100  100  100  10  100
11  100  100  4  10  5  100  100  100  100  6  100  9  100  100  100  4
12  100  8  100  100  100  100  100  100  6  100  9  100  4  100  100  100
13  100  100  100  100  8  100  2  100  100  100  100  4  100  6  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  6  100  4  100
15  100  100  100  100  8  100  100  100  100  10  100  100  100  4  100  3
16  5  100  100  100  100  100  9  100  100  100  4  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  7  8
3  7  13
4  8  9
5  15  16
6  1  2
7  3  11
8  11  16
9  12  13
10  14  15
11  1  3
12  5  11
13  6  8
14  9  10
15  3  4
;
