param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  6  4  5  2  9  7  8  2  7  3  6  9  8  9
2  4  100  2  9  7  7  2  8  4  4  4  2  4  9  9  6
3  6  2  100  9  5  9  8  5  5  10  5  8  4  4  9  8
4  4  9  9  100  7  5  5  5  3  2  8  5  3  6  6  3
5  5  7  5  7  100  4  6  5  3  6  5  7  3  3  6  9
6  2  7  9  5  4  100  10  4  8  7  2  5  8  6  8  8
7  9  2  8  5  6  10  100  8  10  2  4  8  7  5  9  10
8  7  8  5  5  5  4  8  100  4  8  7  8  6  10  3  10
9  8  4  5  3  3  8  10  4  100  3  4  10  4  4  4  5
10  2  4  10  2  6  7  2  8  3  100  4  9  10  10  6  5
11  7  4  5  8  5  2  4  7  4  4  100  3  5  7  9  2
12  3  2  8  5  7  5  8  8  10  9  3  100  5  3  2  7
13  6  4  4  3  3  8  7  6  4  10  5  5  100  4  3  6
14  9  9  4  6  3  6  5  10  4  10  7  3  4  100  3  4
15  8  9  9  6  6  8  9  3  4  6  9  2  3  3  100  2
16  9  6  8  3  9  8  10  10  5  5  2  7  6  4  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  10  100  100  100  100  100  100  100  100  100  100  100  6  5
2  3  100  3  5  100  100  100  100  100  100  100  100  100  4  100  100
3  10  3  100  2  9  100  100  100  4  100  100  100  100  100  100  100
4  100  5  2  100  3  100  100  100  100  100  100  100  100  100  100  100
5  100  100  9  3  100  8  100  100  100  100  100  100  100  100  100  100
6  100  100  100  100  8  100  7  100  100  100  100  100  100  3  100  3
7  100  100  100  100  100  7  100  2  100  100  4  100  100  100  7  7
8  100  100  100  100  100  100  2  100  7  100  100  100  100  5  100  100
9  100  100  4  100  100  100  100  7  100  4  100  100  5  100  100  100
10  100  100  100  100  100  100  100  100  4  100  5  100  7  100  100  100
11  100  100  100  100  100  100  4  100  100  5  100  9  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  9  100  7  100  100  5
13  100  100  100  100  100  100  100  100  5  7  100  7  100  2  100  100
14  100  4  100  100  100  3  100  5  100  100  100  100  2  100  7  4
15  6  100  100  100  100  100  7  100  100  100  100  100  100  7  100  5
16  5  100  100  100  100  3  7  100  100  100  100  5  100  4  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  1
7  .  .  .  .  .  .  .  1  0  0  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  7  8
3  13  14
4  1  2
5  2  3
6  4  5
7  6  14
8  6  16
9  2  14
10  3  9
11  7  11
12  9  10
13  8  14
14  12  16
15  15  16
;
