param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  8  5  3  3  8  2  6  4  4  7  6  2  2  9
2  5  100  7  6  9  8  4  9  7  4  2  5  4  10  5  10
3  8  7  100  3  7  8  7  4  8  3  4  7  2  9  9  3
4  5  6  3  100  6  4  3  6  8  9  8  6  3  10  8  6
5  3  9  7  6  100  9  6  10  2  10  6  8  8  5  2  9
6  3  8  8  4  9  100  4  3  5  3  10  7  2  9  9  6
7  8  4  7  3  6  4  100  2  4  9  8  4  8  7  6  5
8  2  9  4  6  10  3  2  100  3  3  6  2  9  10  4  2
9  6  7  8  8  2  5  4  3  100  4  3  6  3  9  10  10
10  4  4  3  9  10  3  9  3  4  100  4  2  4  3  8  5
11  4  2  4  8  6  10  8  6  3  4  100  10  7  6  5  8
12  7  5  7  6  8  7  4  2  6  2  10  100  8  9  3  3
13  6  4  2  3  8  2  8  9  3  4  7  8  100  8  3  4
14  2  10  9  10  5  9  7  10  9  3  6  9  8  100  9  5
15  2  5  9  8  2  9  6  4  10  8  5  3  3  9  100  5
16  9  10  3  6  9  6  5  2  10  5  8  3  4  5  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  100  8  100  7  100  100  100  100  100  6  100  9
2  9  100  10  100  100  4  100  100  100  2  100  100  100  100  100  100
3  100  10  100  7  10  100  100  100  100  100  100  100  100  100  100  100
4  100  100  7  100  9  100  100  100  100  100  100  100  100  100  100  100
5  100  100  10  9  100  6  5  100  100  100  100  100  100  100  3  100
6  8  4  100  100  6  100  5  6  100  2  100  100  10  100  100  7
7  100  100  100  100  5  5  100  3  100  100  100  100  100  100  100  100
8  7  100  100  100  100  6  3  100  8  7  100  100  100  4  100  100
9  100  100  100  100  100  100  100  8  100  10  100  100  100  100  100  100
10  100  2  100  100  100  2  100  7  10  100  9  100  100  100  100  100
11  100  100  100  100  100  100  100  100  100  9  100  10  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  10  100  8  100  100  100
13  100  100  100  100  100  10  100  100  100  100  100  8  100  2  100  100
14  6  100  100  100  100  100  100  4  100  100  100  100  2  100  2  100
15  100  100  100  100  3  100  100  100  100  100  100  100  100  2  100  2
16  9  100  100  100  100  7  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  10
2  6  10
3  13  14
4  14  15
5  15  16
6  5  15
7  7  8
8  8  14
9  5  7
10  6  7
11  1  14
12  3  4
13  8  9
14  12  13
15  4  5
;
