param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  9  10  4  5  9  5  5  3  4  7  9  10  7  3
2  10  100  6  8  10  10  5  5  5  3  10  8  9  5  6  7
3  9  6  100  8  8  6  5  8  5  9  2  5  9  2  7  3
4  10  8  8  100  6  10  10  2  4  10  6  2  2  4  9  8
5  4  10  8  6  100  3  9  2  4  8  6  5  3  9  3  3
6  5  10  6  10  3  100  10  7  8  5  4  7  8  8  8  6
7  9  5  5  10  9  10  100  4  3  4  2  4  9  7  4  7
8  5  5  8  2  2  7  4  100  6  4  7  7  4  6  8  2
9  5  5  5  4  4  8  3  6  100  9  6  3  6  5  4  6
10  3  3  9  10  8  5  4  4  9  100  10  8  4  2  10  2
11  4  10  2  6  6  4  2  7  6  10  100  4  5  5  4  8
12  7  8  5  2  5  7  4  7  3  8  4  100  8  4  4  8
13  9  9  9  2  3  8  9  4  6  4  5  8  100  10  5  6
14  10  5  2  4  9  8  7  6  5  2  5  4  10  100  10  10
15  7  6  7  9  3  8  4  8  4  10  4  4  5  10  100  5
16  3  7  3  8  3  6  7  2  6  2  8  8  6  10  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  10  9  100  100  100  10  9  100  100  100  100  100  100  10
2  5  100  3  8  9  100  100  100  100  100  100  9  3  100  100  6
3  10  3  100  5  100  4  3  100  100  100  100  7  100  100  100  100
4  9  8  5  100  2  100  8  100  100  100  100  100  100  100  100  100
5  100  9  100  2  100  7  8  100  100  100  2  100  100  100  100  100
6  100  100  4  100  7  100  9  9  100  100  100  100  100  100  100  100
7  100  100  3  8  8  9  100  9  7  7  100  100  100  100  100  100
8  10  100  100  100  100  9  9  100  5  7  7  6  100  2  100  6
9  9  100  100  100  100  100  7  5  100  9  100  6  9  5  8  100
10  100  100  100  100  100  100  7  7  9  100  5  100  100  100  100  100
11  100  100  100  100  2  100  100  7  100  5  100  9  100  100  100  100
12  100  9  7  100  100  100  100  6  6  100  9  100  10  100  100  100
13  100  3  100  100  100  100  100  100  9  100  100  10  100  2  100  100
14  100  100  100  100  100  100  100  2  5  100  100  100  2  100  10  8
15  100  100  100  100  100  100  100  100  8  100  100  100  100  10  100  10
16  10  6  100  100  100  100  100  6  100  100  100  100  100  8  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  1
3  .  .  .  1  0  1  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  1  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  11
3  8  14
4  13  14
5  2  3
6  2  13
7  3  7
8  3  6
9  1  2
10  3  4
11  8  9
12  10  11
13  2  16
14  8  12
15  9  15
;
