param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  9  10  3  7  8  8  7  7  10  3  9  2  10  4
2  5  100  9  3  7  6  7  10  9  10  4  7  8  10  10  7
3  9  9  100  6  8  3  8  3  8  5  8  10  3  7  4  2
4  10  3  6  100  2  9  7  10  7  4  6  3  4  9  5  5
5  3  7  8  2  100  5  8  5  10  9  9  6  5  8  3  2
6  7  6  3  9  5  100  5  5  3  5  9  3  9  3  9  4
7  8  7  8  7  8  5  100  4  5  7  4  9  2  4  2  9
8  8  10  3  10  5  5  4  100  6  7  3  3  5  6  8  8
9  7  9  8  7  10  3  5  6  100  6  7  9  7  7  3  6
10  7  10  5  4  9  5  7  7  6  100  2  7  4  6  9  10
11  10  4  8  6  9  9  4  3  7  2  100  8  2  7  2  6
12  3  7  10  3  6  3  9  3  9  7  8  100  3  4  7  6
13  9  8  3  4  5  9  2  5  7  4  2  3  100  10  4  5
14  2  10  7  9  8  3  4  6  7  6  7  4  10  100  3  3
15  10  10  4  5  3  9  2  8  3  9  2  7  4  3  100  4
16  4  7  2  5  2  4  9  8  6  10  6  6  5  3  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  100  100  100  100  100  6  100  3  3  100  10  100  100  5
2  3  100  3  100  100  100  100  100  100  100  8  100  100  100  100  100
3  100  3  100  10  100  2  100  100  100  100  100  100  100  100  100  100
4  100  100  10  100  7  100  100  100  8  100  100  100  7  100  100  2
5  100  100  100  7  100  9  100  100  100  100  9  100  100  100  8  100
6  100  100  2  100  9  100  3  100  100  100  100  100  100  100  5  100
7  100  100  100  100  100  3  100  10  100  100  100  100  100  100  100  100
8  6  100  100  100  100  100  10  100  4  100  100  100  100  7  100  100
9  100  100  100  8  100  100  100  4  100  5  100  100  100  100  100  9
10  3  100  100  100  100  100  100  100  5  100  3  5  4  8  9  5
11  3  8  100  100  9  100  100  100  100  3  100  3  100  100  10  100
12  100  100  100  100  100  100  100  100  100  5  3  100  7  2  100  100
13  10  100  100  7  100  100  100  100  100  4  100  7  100  10  100  100
14  100  100  100  100  100  100  100  7  100  8  100  2  10  100  10  100
15  100  100  100  100  8  5  100  100  100  9  10  100  100  10  100  5
16  5  100  100  2  100  100  100  100  9  5  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  1  0  1  1  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  1  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  6
2  4  16
3  12  14
4  1  2
5  1  10
6  1  11
7  2  3
8  6  7
9  11  12
10  8  9
11  10  13
12  1  16
13  6  15
14  9  10
15  1  8
;
