param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  2  9  2  9  8  10  7  3  5  10  5  3  3  4
2  5  100  3  4  7  5  3  2  9  8  7  10  2  4  10  5
3  2  3  100  10  7  3  2  8  2  8  4  4  9  10  8  6
4  9  4  10  100  4  10  8  2  3  7  6  7  2  9  6  3
5  2  7  7  4  100  9  3  2  9  4  9  7  2  10  9  7
6  9  5  3  10  9  100  6  7  2  10  3  6  6  8  3  9
7  8  3  2  8  3  6  100  8  7  6  4  5  2  8  6  8
8  10  2  8  2  2  7  8  100  9  10  2  7  10  5  9  7
9  7  9  2  3  9  2  7  9  100  3  10  10  5  9  5  2
10  3  8  8  7  4  10  6  10  3  100  5  10  6  7  2  7
11  5  7  4  6  9  3  4  2  10  5  100  8  7  3  6  7
12  10  10  4  7  7  6  5  7  10  10  8  100  10  4  10  7
13  5  2  9  2  2  6  2  10  5  6  7  10  100  2  3  8
14  3  4  10  9  10  8  8  5  9  7  3  4  2  100  10  5
15  3  10  8  6  9  3  6  9  5  2  6  10  3  10  100  2
16  4  5  6  3  7  9  8  7  2  7  7  7  8  5  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  100  7  100  100  100  9  8  100  7  100  100  2
2  9  100  5  100  100  100  100  100  100  100  100  100  100  100  100  10
3  100  5  100  3  100  7  100  4  100  100  100  2  100  100  100  100
4  100  100  3  100  10  100  100  100  100  3  100  100  4  2  100  3
5  100  100  100  10  100  2  100  100  100  100  100  100  100  10  100  100
6  7  100  7  100  2  100  10  6  2  100  3  4  100  100  100  100
7  100  100  100  100  100  10  100  3  4  100  3  100  100  100  7  100
8  100  100  4  100  100  6  3  100  6  100  100  10  100  100  100  2
9  100  100  100  100  100  2  4  6  100  9  10  100  100  100  100  3
10  9  100  100  3  100  100  100  100  9  100  2  5  100  100  100  100
11  8  100  100  100  100  3  3  100  10  2  100  4  4  3  100  100
12  100  100  2  100  100  4  100  10  100  5  4  100  5  2  100  4
13  7  100  100  4  100  100  100  100  100  100  4  5  100  9  100  100
14  100  100  100  2  10  100  100  100  100  100  3  2  9  100  3  100
15  100  100  100  100  100  100  7  100  100  100  100  100  100  3  100  8
16  2  10  100  3  100  100  100  2  3  100  100  4  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  1  1  0  1
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  16
2  3  12
3  4  14
4  5  6
5  6  9
6  8  16
7  10  11
8  12  14
9  3  4
10  4  10
11  4  16
12  6  11
13  7  8
14  14  15
15  4  13
;
