param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  7  4  9  10  7  9  3  9  7  5  5  9  8  7
2  9  100  6  7  5  8  7  4  8  5  4  6  9  6  8  10
3  7  6  100  9  9  6  5  5  3  8  4  6  4  2  8  3
4  4  7  9  100  2  9  8  9  9  7  7  5  6  10  4  4
5  9  5  9  2  100  3  2  5  4  3  2  4  6  10  4  8
6  10  8  6  9  3  100  3  4  5  9  5  5  8  6  6  2
7  7  7  5  8  2  3  100  8  9  4  4  5  6  7  5  8
8  9  4  5  9  5  4  8  100  5  8  10  8  4  4  10  6
9  3  8  3  9  4  5  9  5  100  3  2  4  10  9  4  6
10  9  5  8  7  3  9  4  8  3  100  4  2  3  9  3  5
11  7  4  4  7  2  5  4  10  2  4  100  4  10  8  9  10
12  5  6  6  5  4  5  5  8  4  2  4  100  8  2  7  10
13  5  9  4  6  6  8  6  4  10  3  10  8  100  10  6  2
14  9  6  2  10  10  6  7  4  9  9  8  2  10  100  6  7
15  8  8  8  4  4  6  5  10  4  3  9  7  6  6  100  7
16  7  10  3  4  8  2  8  6  6  5  10  10  2  7  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  9  5  100  100  100  100  100  100  100  9  100  100  100  4
2  10  100  2  100  100  100  100  9  100  3  100  5  100  3  100  100
3  9  2  100  3  100  100  100  7  100  100  100  9  100  100  100  100
4  5  100  3  100  9  3  100  8  100  100  7  100  100  100  100  100
5  100  100  100  9  100  5  100  100  5  10  100  100  100  100  8  100
6  100  100  100  3  5  100  10  100  100  100  100  100  100  100  4  100
7  100  100  100  100  100  10  100  3  100  3  100  100  2  9  100  100
8  100  9  7  8  100  100  3  100  6  100  100  100  100  6  100  100
9  100  100  100  100  5  100  100  6  100  4  100  100  100  100  100  4
10  100  3  100  100  10  100  3  100  4  100  5  100  100  100  100  100
11  100  100  100  7  100  100  100  100  100  5  100  2  7  5  100  100
12  9  5  9  100  100  100  100  100  100  100  2  100  4  100  7  100
13  100  100  100  100  100  100  2  100  100  100  7  4  100  3  100  100
14  100  3  100  100  100  100  9  6  100  100  5  100  3  100  5  100
15  100  100  100  100  8  4  100  100  100  100  100  7  100  5  100  7
16  4  100  100  100  100  100  100  100  4  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  1  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  1  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  7  13
3  11  12
4  2  10
5  2  14
6  3  4
7  4  6
8  7  8
9  7  10
10  1  16
11  6  15
12  9  10
13  9  16
14  12  13
15  5  6
;
