param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  10  3  9  4  2  7  3  7  8  6  6  4  4  8
2  2  100  9  8  5  3  10  4  9  9  6  9  4  6  5  9
3  10  9  100  6  5  3  2  4  3  2  8  3  7  8  5  10
4  3  8  6  100  9  9  3  6  3  3  8  6  9  6  5  6
5  9  5  5  9  100  5  4  6  7  6  9  3  9  2  4  5
6  4  3  3  9  5  100  9  10  7  10  2  7  2  2  5  8
7  2  10  2  3  4  9  100  5  2  8  2  7  9  3  2  3
8  7  4  4  6  6  10  5  100  5  9  8  6  6  8  4  2
9  3  9  3  3  7  7  2  5  100  5  9  10  3  6  8  5
10  7  9  2  3  6  10  8  9  5  100  4  10  7  6  8  5
11  8  6  8  8  9  2  2  8  9  4  100  8  5  6  9  3
12  6  9  3  6  3  7  7  6  10  10  8  100  10  8  4  7
13  6  4  7  9  9  2  9  6  3  7  5  10  100  2  4  7
14  4  6  8  6  2  2  3  8  6  6  6  8  2  100  5  5
15  4  5  5  5  4  5  2  4  8  8  9  4  4  5  100  4
16  8  9  10  6  5  8  3  2  5  5  3  7  7  5  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  100  100  3  100  10  100  100  8  100  2  100  100  100  5
2  4  100  5  7  100  100  100  2  100  100  100  100  100  100  100  100
3  100  5  100  6  100  100  100  100  100  100  7  100  100  100  100  100
4  100  7  6  100  3  100  100  4  100  100  100  100  100  3  100  100
5  3  100  100  3  100  7  2  100  100  100  100  100  100  100  4  100
6  100  100  100  100  7  100  10  10  100  100  100  100  100  100  100  100
7  10  100  100  100  2  10  100  2  100  100  100  100  4  100  100  100
8  100  2  100  4  100  10  2  100  10  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  10  100  7  100  100  3  5  100  100
10  8  100  100  100  100  100  100  100  7  100  3  100  100  100  100  100
11  100  100  7  100  100  100  100  100  100  3  100  8  100  100  100  100
12  2  100  100  100  100  100  100  100  100  100  8  100  3  100  100  100
13  100  100  100  100  100  100  4  100  3  100  100  3  100  5  100  100
14  100  100  100  3  100  100  100  100  5  100  100  100  5  100  8  100
15  100  100  100  100  4  100  100  100  100  100  100  100  100  8  100  2
16  5  100  100  100  100  100  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  1  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  2  8
3  5  7
4  7  8
5  15  16
6  1  5
7  4  5
8  4  14
9  9  13
10  10  11
11  12  13
12  5  15
13  2  3
14  3  11
15  5  6
;
