param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  6  4  10  5  6  5  10  7  6  4  10  3  7  6
2  6  100  9  5  7  7  2  4  2  4  4  3  3  8  5  2
3  6  9  100  2  3  5  8  5  9  7  4  7  8  5  8  7
4  4  5  2  100  10  2  8  2  2  2  10  4  10  9  5  8
5  10  7  3  10  100  6  3  10  6  3  9  8  4  7  7  10
6  5  7  5  2  6  100  7  7  3  2  5  2  3  8  4  7
7  6  2  8  8  3  7  100  8  2  3  3  8  4  7  3  5
8  5  4  5  2  10  7  8  100  8  7  6  6  9  6  7  7
9  10  2  9  2  6  3  2  8  100  4  3  4  2  8  6  3
10  7  4  7  2  3  2  3  7  4  100  10  2  7  9  9  6
11  6  4  4  10  9  5  3  6  3  10  100  10  10  8  10  5
12  4  3  7  4  8  2  8  6  4  2  10  100  8  3  6  6
13  10  3  8  10  4  3  4  9  2  7  10  8  100  4  10  2
14  3  8  5  9  7  8  7  6  8  9  8  3  4  100  4  9
15  7  5  8  5  7  4  3  7  6  9  10  6  10  4  100  10
16  6  2  7  8  10  7  5  7  3  6  5  6  2  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  100  100  100  100  100  100  2  100  100  3  100  100  100  5
2  5  100  2  100  100  100  100  100  100  100  8  100  100  3  5  3
3  100  2  100  10  100  100  100  100  100  100  4  100  100  100  100  100
4  100  100  10  100  5  100  100  100  100  100  100  100  5  100  100  100
5  100  100  100  5  100  8  100  100  7  100  100  100  100  4  100  100
6  100  100  100  100  8  100  9  100  100  4  100  100  7  100  100  100
7  100  100  100  100  100  9  100  5  100  100  7  100  100  100  100  100
8  100  100  100  100  100  100  5  100  6  9  100  100  5  10  100  100
9  2  100  100  100  7  100  100  6  100  9  100  100  100  100  100  100
10  100  100  100  100  100  4  100  9  9  100  2  3  100  100  100  100
11  100  8  4  100  100  100  7  100  100  2  100  8  100  100  100  100
12  3  100  100  100  100  100  100  100  100  3  8  100  3  100  100  100
13  100  100  100  5  100  7  100  5  100  100  100  3  100  2  100  100
14  100  3  100  100  4  100  100  10  100  100  100  100  2  100  7  2
15  100  5  100  100  100  100  100  100  100  100  100  100  100  7  100  5
16  5  3  100  100  100  100  100  100  100  100  100  100  100  2  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  1  1  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  2  3
3  10  11
4  13  14
5  14  16
6  1  12
7  2  14
8  10  12
9  12  13
10  3  11
11  5  14
12  6  10
13  2  15
14  4  5
15  7  8
;
