param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  9  8  6  9  4  4  8  4  8  5  8  5  8  2
2  6  100  5  4  7  9  2  10  8  5  6  5  10  8  2  10
3  9  5  100  10  8  8  5  9  3  3  3  9  7  3  9  4
4  8  4  10  100  2  10  3  7  3  3  9  10  2  4  9  10
5  6  7  8  2  100  9  6  7  6  3  2  4  5  4  3  6
6  9  9  8  10  9  100  9  3  3  4  5  9  2  8  5  4
7  4  2  5  3  6  9  100  6  4  4  7  2  5  5  3  5
8  4  10  9  7  7  3  6  100  2  8  3  9  8  8  3  7
9  8  8  3  3  6  3  4  2  100  6  3  6  3  2  9  7
10  4  5  3  3  3  4  4  8  6  100  5  5  6  9  10  6
11  8  6  3  9  2  5  7  3  3  5  100  2  9  3  8  4
12  5  5  9  10  4  9  2  9  6  5  2  100  8  9  7  7
13  8  10  7  2  5  2  5  8  3  6  9  8  100  3  5  6
14  5  8  3  4  4  8  5  8  2  9  3  9  3  100  8  9
15  8  2  9  9  3  5  3  3  9  10  8  7  5  8  100  10
16  2  10  4  10  6  4  5  7  7  6  4  7  6  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  100  100  3  100  3  100  100  9  100  100  100  100  100  10
2  5  100  4  100  100  100  100  100  100  100  100  100  3  100  100  7
3  100  4  100  10  100  100  7  100  100  100  100  5  100  100  100  100
4  100  100  10  100  8  10  100  100  100  100  100  100  100  100  100  9
5  3  100  100  8  100  7  100  100  100  100  100  100  100  100  3  100
6  100  100  100  10  7  100  9  100  100  4  100  100  100  100  100  100
7  3  100  7  100  100  9  100  8  100  100  2  9  100  100  100  100
8  100  100  100  100  100  100  8  100  5  100  100  7  100  100  100  100
9  100  100  100  100  100  100  100  5  100  10  100  100  100  100  100  100
10  9  100  100  100  100  4  100  100  10  100  4  100  100  100  100  100
11  100  100  100  100  100  100  2  100  100  4  100  2  100  100  100  100
12  100  100  5  100  100  100  9  7  100  100  2  100  5  100  100  100
13  100  3  100  100  100  100  100  100  100  100  100  5  100  5  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  5  100  6  6
15  100  100  100  100  3  100  100  100  100  100  100  100  100  6  100  5
16  10  7  100  9  100  100  100  100  100  100  100  100  100  6  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  7  11
2  11  12
3  1  5
4  1  7
5  2  13
6  5  15
7  2  3
8  6  10
9  10  11
10  1  2
11  8  9
12  13  14
13  15  16
14  8  12
15  4  5
;
