param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  3  7  7  10  5  6  9  4  10  8  10  9  7  2  5  10
2  10  100  7  2  3  2  6  8  2  9  5  2  5  7  2  5  9  6
3  3  7  100  5  10  2  4  3  6  7  6  2  2  9  2  2  2  4
4  7  2  5  100  2  4  6  9  9  6  4  4  10  9  10  9  2  10
5  7  3  10  2  100  2  4  9  10  5  7  10  5  7  8  10  3  10
6  10  2  2  4  2  100  7  10  8  7  7  9  2  7  5  2  6  5
7  5  6  4  6  4  7  100  4  8  2  6  9  4  9  7  9  3  2
8  6  8  3  9  9  10  4  100  8  6  2  5  2  5  7  2  9  4
9  9  2  6  9  10  8  8  8  100  5  8  10  6  6  8  3  7  8
10  4  9  7  6  5  7  2  6  5  100  3  9  9  5  3  8  5  6
11  10  5  6  4  7  7  6  2  8  3  100  2  10  7  5  4  8  4
12  8  2  2  4  10  9  9  5  10  9  2  100  5  3  9  6  5  5
13  10  5  2  10  5  2  4  2  6  9  10  5  100  9  3  10  6  6
14  9  7  9  9  7  7  9  5  6  5  7  3  9  100  9  7  5  5
15  7  2  2  10  8  5  7  7  8  3  5  9  3  9  100  4  3  4
16  2  5  2  9  10  2  9  2  3  8  4  6  10  7  4  100  2  4
17  5  9  2  2  3  6  3  9  7  5  8  5  6  5  3  2  100  8
18  10  6  4  10  10  5  2  4  8  6  4  5  6  5  4  4  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  100  100  5  4  100  100  100  100  100  100  100  100  100  100  100  2
2  10  100  8  100  100  100  100  5  9  100  10  6  100  7  100  100  8  100
3  100  8  100  5  100  7  10  100  10  5  3  100  100  100  100  100  100  100
4  100  100  5  100  3  100  100  100  100  100  100  100  4  100  10  3  100  10
5  5  100  100  3  100  8  100  100  100  2  100  7  100  100  5  100  100  100
6  4  100  7  100  8  100  3  100  100  100  100  6  100  100  10  100  100  100
7  100  100  10  100  100  3  100  7  100  6  8  10  100  100  100  100  10  100
8  100  5  100  100  100  100  7  100  5  100  100  4  100  7  100  8  100  100
9  100  9  10  100  100  100  100  5  100  5  6  100  100  100  100  100  100  100
10  100  100  5  100  2  100  6  100  5  100  6  100  9  100  5  100  100  100
11  100  10  3  100  100  100  8  100  6  6  100  9  100  6  100  100  100  8
12  100  6  100  100  7  6  10  4  100  100  9  100  6  100  100  100  100  100
13  100  100  100  4  100  100  100  100  100  9  100  6  100  10  100  100  100  100
14  100  7  100  100  100  100  100  7  100  100  6  100  10  100  2  100  100  100
15  100  100  100  10  5  10  100  100  100  5  100  100  100  2  100  4  100  100
