param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  10  4  6  9  3  4  7  8  10  4  10  8  9  8  4  7
2  10  100  5  2  5  3  4  3  2  10  8  6  5  5  9  8  10  7
3  10  5  100  5  3  3  6  3  3  6  5  5  7  3  10  3  7  9
4  4  2  5  100  7  3  9  4  5  7  9  10  9  9  2  6  7  7
5  6  5  3  7  100  8  3  5  4  6  7  9  3  9  10  2  5  6
6  9  3  3  3  8  100  2  9  3  8  4  7  4  3  7  2  6  7
7  3  4  6  9  3  2  100  7  7  2  10  6  3  2  5  10  8  10
8  4  3  3  4  5  9  7  100  4  3  4  5  9  5  10  2  10  6
9  7  2  3  5  4  3  7  4  100  2  10  6  10  5  6  2  6  5
10  8  10  6  7  6  8  2  3  2  100  5  9  7  7  7  5  2  7
11  10  8  5  9  7  4  10  4  10  5  100  10  5  2  2  7  4  7
12  4  6  5  10  9  7  6  5  6  9  10  100  2  4  2  3  2  5
13  10  5  7  9  3  4  3  9  10  7  5  2  100  2  4  10  8  8
14  8  5  3  9  9  3  2  5  5  7  2  4  2  100  10  8  10  3
15  9  9  10  2  10  7  5  10  6  7  2  2  4  10  100  10  5  7
16  8  8  3  6  2  2  10  2  2  5  7  3  10  8  10  100  2  4
17  4  10  7  7  5  6  8  10  6  2  4  2  8  10  5  2  100  4
18  7  7  9  7  6  7  10  6  5  7  7  5  8  3  7  4  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  7  6  100  100  100  5  100  100  100  100  2  6  6  100  100  100  2
2  7  100  4  100  100  100  100  100  100  100  100  100  100  100  7  100  3  100
3  6  4  100  4  100  100  100  100  100  100  100  4  100  8  100  100  100  100
4  100  100  4  100  4  100  10  100  100  7  3  4  100  100  100  100  100  100
5  100  100  100  4  100  4  7  100  5  100  100  8  100  100  100  100  100  100
6  100  100  100  100  4  100  3  4  7  8  100  100  8  100  100  100  5  100
7  5  100  100  10  7  3  100  4  100  100  100  7  100  100  100  2  100  100
8  100  100  100  100  100  4  4  100  10  100  2  4  100  100  100  100  3  100
9  100  100  100  100  5  7  100  10  100  6  100  100  100  100  100  100  100  100
10  100  100  100  7  100  8  100  100  6  100  2  100  7  100  4  100  100  100
11  100  100  100  3  100  100  100  2  100  2  100  8  100  100  100  100  100  2
12  2  100  4  4  8  100  7  4  100  100  8  100  7  100  100  100  3  100
13  6  100  100  100  100  8  100  100  100  7  100  7  100  9  7  100  2  100
14  6  100  8  100  100  100  100  100  100  100  100  100  9  100  6  100  100  100
15  100  7  100  100  100  100  100  100  100  4  100  100  7  6  100  9  100  100
16  100  100  100  100  100  100  2  100  100  100  100  100  100  100  9  100  4  100
17  100  3  100  100  100  5  100  3  100  100  100  3  2  100  100  4  100  7
18  2  100  100  100  100  100  100  100  100  100  2  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  1  18
3  7  16
4  8  11
5  10  11
6  11  18
7  13  17
8  2  17
9  4  11
10  6  7
11  8  17
12  2  3
13  4  5
14  5  6
15  10  15
16  5  9
17  1  14
;
