param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  8  10  2  8  3  2  4  5  4  9  4  6  9  7  8  9  2
2  8  100  3  10  10  10  6  10  5  2  2  10  9  9  8  4  9  10
3  10  3  100  6  6  7  10  3  3  7  2  4  3  9  9  10  9  3
4  2  10  6  100  10  8  4  8  10  8  3  9  9  5  8  10  9  5
5  8  10  6  10  100  9  5  5  3  2  6  5  5  10  7  3  7  8
6  3  10  7  8  9  100  6  10  2  2  8  4  10  4  3  10  7  5
7  2  6  10  4  5  6  100  2  3  2  4  6  7  3  7  6  4  3
8  4  10  3  8  5  10  2  100  3  5  2  8  3  5  3  10  4  8
9  5  5  3  10  3  2  3  3  100  6  9  7  8  7  5  6  3  8
10  4  2  7  8  2  2  2  5  6  100  4  10  10  5  5  10  10  5
11  9  2  2  3  6  8  4  2  9  4  100  10  7  9  9  4  9  4
12  4  10  4  9  5  4  6  8  7  10  10  100  7  8  5  7  7  5
13  6  9  3  9  5  10  7  3  8  10  7  7  100  3  3  4  2  2
14  9  9  9  5  10  4  3  5  7  5  9  8  3  100  2  3  6  3
15  7  8  9  8  7  3  7  3  5  5  9  5  3  2  100  6  4  6
16  8  4  10  10  3  10  6  10  6  10  4  7  4  3  6  100  10  10
17  9  9  9  9  7  7  4  4  3  10  9  7  2  6  4  10  100  8
18  2  10  3  5  8  5  3  8  8  5  4  5  2  3  6  10  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  100  100  100  100  100  100  100  100  2  100  100  100  100  100  100  3
2  3  100  6  100  100  8  4  6  100  100  100  100  100  4  100  100  100  100
3  100  6  100  4  100  100  100  100  100  100  100  2  4  100  100  100  100  5
4  100  100  4  100  6  100  2  100  6  100  100  6  100  4  100  100  2  100
5  100  100  100  6  100  7  100  100  100  100  5  10  100  100  5  6  100  100
6  100  8  100  100  7  100  6  100  100  7  100  100  100  100  100  5  100  100
7  100  4  100  2  100  6  100  5  10  7  100  100  7  100  100  100  100  100
8  100  6  100  100  100  100  5  100  10  3  100  100  100  100  3  100  100  7
9  100  100  100  6  100  100  10  10  100  10  4  100  100  100  100  100  8  100
10  100  100  100  100  100  7  7  3  10  100  8  100  7  3  2  100  100  100
11  2  100  100  100  5  100  100  100  4  8  100  7  100  100  8  100  9  100
12  100  100  2  6  10  100  100  100  100  100  7  100  10  100  100  100  100  100
13  100  100  4  100  100  100  7  100  100  7  100  10  100  5  100  100  100  100
14  100  4  100  4  100  100  100  100  100  3  100  100  5  100  9  100  100  100
15  100  100  100  100  5  100  100  3  100  2  8  100  100  9  100  5  100  100
16  100  100  100  100  6  5  100  100  100  100  100  100  100  100  5  100  10  5
17  100  100  100  2  100  100  100  100  8  100  9  100  100  100  100  10  100  9
18  3  100  5  100  100  100  100  7  100  100  100  100  100  100  100  5  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
