param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  4  4  7  2  6  8  5  9  6  3  3  10  5  6  2  9  10
2  4  100  8  4  6  4  8  3  4  4  4  6  8  6  10  4  4  10
3  4  8  100  3  5  10  9  6  4  10  6  3  6  8  8  3  4  7
4  7  4  3  100  7  2  5  7  10  7  2  4  7  10  6  6  8  3
5  2  6  5  7  100  5  8  4  5  4  6  2  4  6  9  4  8  2
6  6  4  10  2  5  100  7  2  6  5  3  6  4  5  5  2  10  9
7  8  8  9  5  8  7  100  6  5  10  3  4  9  4  10  9  3  4
8  5  3  6  7  4  2  6  100  2  5  10  10  4  5  5  4  5  3
9  9  4  4  10  5  6  5  2  100  7  2  2  2  10  7  2  7  4
10  6  4  10  7  4  5  10  5  7  100  5  9  7  8  7  4  7  5
11  3  4  6  2  6  3  3  10  2  5  100  6  10  5  2  8  6  6
12  3  6  3  4  2  6  4  10  2  9  6  100  7  5  9  8  8  9
13  10  8  6  7  4  4  9  4  2  7  10  7  100  4  9  9  2  5
14  5  6  8  10  6  5  4  5  10  8  5  5  4  100  7  3  6  9
15  6  10  8  6  9  5  10  5  7  7  2  9  9  7  100  10  4  8
16  2  4  3  6  4  2  9  4  2  4  8  8  9  3  10  100  10  4
17  9  4  4  8  8  10  3  5  7  7  6  8  2  6  4  10  100  5
18  10  10  7  3  2  9  4  3  4  5  6  9  5  9  8  4  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  100  100  100  100  4  100  10  100  100  100  4  100  5  100  100  4
2  10  100  2  100  100  100  5  100  100  100  100  100  8  100  9  100  2  100
3  100  2  100  8  2  100  100  3  8  3  6  6  100  100  100  100  100  100
4  100  100  8  100  8  100  10  100  100  100  4  100  100  100  8  100  3  100
5  100  100  2  8  100  5  7  100  100  100  6  100  100  100  100  100  100  100
6  100  100  100  100  5  100  3  100  100  100  100  100  100  100  100  100  100  100
7  4  5  100  10  7  3  100  5  100  100  100  100  100  3  100  100  100  100
8  100  100  3  100  100  100  5  100  10  5  100  100  100  100  100  100  3  100
9  10  100  8  100  100  100  100  10  100  6  9  9  100  2  100  100  100  100
