param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  6  3  4  6  5  4  7  4  8  8  6  2  10  2  9  6  9
2  6  100  8  10  2  3  8  10  6  9  6  2  10  7  6  3  10  6
3  3  8  100  8  6  5  2  5  8  3  6  6  2  3  4  7  9  2
4  4  10  8  100  5  8  8  5  4  3  8  9  10  6  2  4  9  8
5  6  2  6  5  100  6  6  4  3  2  9  9  2  3  6  8  7  8
6  5  3  5  8  6  100  10  7  7  2  7  10  2  2  4  9  6  4
7  4  8  2  8  6  10  100  9  10  3  9  8  7  4  3  7  8  7
8  7  10  5  5  4  7  9  100  4  9  5  8  9  5  5  10  2  7
9  4  6  8  4  3  7  10  4  100  8  4  2  5  5  7  5  3  2
10  8  9  3  3  2  2  3  9  8  100  4  2  2  3  4  6  3  9
11  8  6  6  8  9  7  9  5  4  4  100  3  8  5  8  7  3  2
12  6  2  6  9  9  10  8  8  2  2  3  100  2  8  3  5  7  9
13  2  10  2  10  2  2  7  9  5  2  8  2  100  9  2  10  6  2
14  10  7  3  6  3  2  4  5  5  3  5  8  9  100  2  2  9  3
15  2  6  4  2  6  4  3  5  7  4  8  3  2  2  100  6  3  5
16  9  3  7  4  8  9  7  10  5  6  7  5  10  2  6  100  10  6
17  6  10  9  9  7  6  8  2  3  3  3  7  6  9  3  10  100  2
18  9  6  2  8  8  4  7  7  2  9  2  9  2  3  5  6  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  7  100  100  100  100  100  100  100  100  5  100  100  100  100  100  3  4
2  7  100  3  100  100  100  100  8  100  100  100  100  100  100  100  100  6  100
3  100  3  100  7  100  100  7  100  100  100  100  100  100  100  100  100  100  100
4  100  100  7  100  5  100  100  100  100  5  100  100  100  10  100  10  100  100
5  100  100  100  5  100  10  100  100  2  100  100  100  100  4  100  100  100  100
6  100  100  100  100  10  100  2  3  100  100  5  5  3  100  100  5  100  100
7  100  100  7  100  100  2  100  2  100  7  100  6  100  4  4  100  100  100
8  100  8  100  100  100  3  2  100  6  100  100  2  100  100  100  100  100  100
9  100  100  100  100  2  100  100  6  100  4  100  100  7  100  9  100  100  100
10  100  100  100  5  100  100  7  100  4  100  8  5  100  100  100  100  100  100
11  5  100  100  100  100  5  100  100  100  8  100  2  100  9  100  100  100  4
12  100  100  100  100  100  5  6  2  100  5  2  100  9  100  7  100  100  100
13  100  100  100  100  100  3  100  100  7  100  100  9  100  10  100  100  100  100
14  100  100  100  10  4  100  4  100  100  100  9  100  10  100  10  100  7  100
15  100  100  100  100  100  100  4  100  9  100  100  7  100  10  100  4  100  100
16  100  100  100  10  100  5  100  100  100  100  100  100  100  100  4  100  5  100
17  3  6  100  100  100  100  100  100  100  100  100  100  100  7  100  5  100  9
18  4  100  100  100  100  100  100  100  100  100  4  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  1  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
