param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  8  10  9  10  3  8  4  2  7  4  4  10  3  5  10  7  4
2  8  100  8  2  7  10  5  9  7  3  6  3  10  3  3  10  5  3
3  10  8  100  8  9  8  10  9  6  8  2  4  10  5  3  2  9  5
4  9  2  8  100  10  3  3  2  7  6  7  7  7  8  6  9  6  7
5  10  7  9  10  100  2  6  4  6  10  10  2  7  2  8  6  5  10
6  3  10  8  3  2  100  2  2  6  5  9  3  4  5  2  9  10  7
7  8  5  10  3  6  2  100  9  2  6  8  6  5  5  7  5  10  2
8  4  9  9  2  4  2  9  100  6  8  9  10  9  7  6  3  2  5
9  2  7  6  7  6  6  2  6  100  7  4  8  6  10  10  4  3  6
10  7  3  8  6  10  5  6  8  7  100  2  9  7  8  8  8  2  6
11  4  6  2  7  10  9  8  9  4  2  100  9  3  2  7  3  8  7
12  4  3  4  7  2  3  6  10  8  9  9  100  8  10  8  3  3  6
13  10  10  10  7  7  4  5  9  6  7  3  8  100  7  6  3  6  3
14  3  3  5  8  2  5  5  7  10  8  2  10  7  100  4  4  3  8
15  5  3  3  6  8  2  7  6  10  8  7  8  6  4  100  5  5  4
16  10  10  2  9  6  9  5  3  4  8  3  3  3  4  5  100  5  9
17  7  5  9  6  5  10  10  2  3  2  8  3  6  3  5  5  100  6
18  4  3  5  7  10  7  2  5  6  6  7  6  3  8  4  9  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  4  4  100  100  100  100  100  100  100  100  100  100  100  100  100  100  10
2  4  100  10  100  10  8  100  100  100  100  100  100  2  100  100  100  100  100
3  4  10  100  10  100  9  5  100  100  100  100  3  100  10  100  100  2  100
4  100  100  10  100  4  100  100  10  100  100  100  100  100  2  100  100  100  100
5  100  10  100  4  100  6  100  100  100  100  100  100  6  100  100  8  100  100
6  100  8  9  100  6  100  6  5  8  100  7  100  100  100  100  100  100  100
7  100  100  5  100  100  6  100  2  100  100  100  4  7  100  100  6  100  100
8  100  100  100  10  100  5  2  100  7  100  100  100  100  100  8  6  100  100
9  100  100  100  100  100  8  100  7  100  10  100  100  100  100  100  100  100  100
10  100  100  100  100  100  100  100  100  10  100  7  8  100  100  100  100  10  8
11  100  100  100  100  100  7  100  100  100  7  100  9  100  100  100  100  100  100
12  100  100  3  100  100  100  4  100  100  8  9  100  8  100  100  100  100  100
13  100  2  100  100  6  100  7  100  100  100  100  8  100  3  100  100  100  100
14  100  100  10  2  100  100  100  100  100  100  100  100  3  100  3  100  100  100
15  100  100  100  100  100  100  100  8  100  100  100  100  100  3  100  7  100  100
16  100  100  100  100  8  100  6  6  100  100  100  100  100  100  7  100  5  3
17  100  100  2  100  100  100  100  100  100  10  100  100  100  100  100  5  100  9
18  10  100  100  100  100  100  100  100  100  8  100  100  100  100  100  3  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  13
2  3  17
3  4  14
4  7  8
5  3  12
6  13  14
7  14  15
8  16  18
9  1  2
10  1  3
11  4  5
12  7  12
13  6  8
14  16  17
15  6  11
16  8  9
17  10  11
;
