param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  10  5  9  6  3  3  4  5  6  3  4  5  5  7  9  4
2  3  100  2  6  5  10  10  10  5  9  8  7  5  4  3  2  3  2
3  10  2  100  5  9  9  8  8  8  10  7  5  7  9  3  3  10  2
4  5  6  5  100  5  3  2  5  2  7  9  4  2  9  4  10  5  10
5  9  5  9  5  100  4  3  5  9  2  5  10  5  7  4  7  5  10
6  6  10  9  3  4  100  9  7  9  4  7  7  3  3  8  3  3  10
7  3  10  8  2  3  9  100  2  2  6  4  2  8  4  3  5  2  2
8  3  10  8  5  5  7  2  100  4  10  4  9  5  6  8  9  10  10
9  4  5  8  2  9  9  2  4  100  7  2  2  3  6  8  5  8  8
10  5  9  10  7  2  4  6  10  7  100  5  7  7  5  5  8  7  9
11  6  8  7  9  5  7  4  4  2  5  100  6  6  9  5  3  4  10
12  3  7  5  4  10  7  2  9  2  7  6  100  4  7  3  5  2  4
13  4  5  7  2  5  3  8  5  3  7  6  4  100  7  8  4  7  5
14  5  4  9  9  7  3  4  6  6  5  9  7  7  100  9  10  3  10
15  5  3  3  4  4  8  3  8  8  5  5  3  8  9  100  3  6  6
16  7  2  3  10  7  3  5  9  5  8  3  5  4  10  3  100  7  8
17  9  3  10  5  5  3  2  10  8  7  4  2  7  3  6  7  100  3
18  4  2  2  10  10  10  2  10  8  9  10  4  5  10  6  8  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  100  100  100  3  100  100  5  100  100  100  100  7  100  100  10  7
2  3  100  8  100  100  100  100  100  100  10  100  100  100  100  5  100  5  100
3  100  8  100  7  100  100  100  100  100  100  100  100  100  100  100  9  100  100
4  100  100  7  100  2  8  4  8  8  6  100  100  100  8  100  100  100  100
5  100  100  100  2  100  7  9  100  5  100  6  100  100  8  100  9  100  100
6  3  100  100  8  7  100  3  100  100  100  100  100  3  9  2  100  7  8
7  100  100  100  4  9  3  100  4  100  8  100  8  100  100  100  100  100  3
8  100  100  100  8  100  100  4  100  5  100  100  100  100  100  10  100  8  100
9  5  100  100  8  5  100  100  5  100  2  100  100  5  100  100  100  100  100
10  100  10  100  6  100  100  8  100  2  100  6  100  100  100  100  9  100  100
11  100  100  100  100  6  100  100  100  100  6  100  9  100  100  9  100  100  100
