param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  8  8  2  4  5  8  6  9  8  3  9  8  3  5  2  4  10
2  8  100  4  3  3  7  8  5  3  6  2  3  8  10  10  7  2  5
3  8  4  100  5  7  9  2  8  4  5  8  7  2  7  10  9  5  2
4  2  3  5  100  5  10  3  6  8  9  7  10  3  2  3  5  2  2
5  4  3  7  5  100  4  3  10  4  2  2  8  5  5  9  10  10  6
6  5  7  9  10  4  100  10  8  7  6  9  6  6  7  5  5  7  7
7  8  8  2  3  3  10  100  3  4  8  6  3  3  8  7  4  4  2
8  6  5  8  6  10  8  3  100  6  5  4  7  4  4  6  9  4  7
9  9  3  4  8  4  7  4  6  100  10  4  3  3  9  8  5  5  4
10  8  6  5  9  2  6  8  5  10  100  2  5  7  9  6  2  8  6
11  3  2  8  7  2  9  6  4  4  2  100  8  7  4  6  7  3  9
12  9  3  7  10  8  6  3  7  3  5  8  100  3  8  10  7  6  10
13  8  8  2  3  5  6  3  4  3  7  7  3  100  7  3  5  9  2
14  3  10  7  2  5  7  8  4  9  9  4  8  7  100  2  3  10  6
15  5  10  10  3  9  5  7  6  8  6  6  10  3  2  100  10  10  2
16  2  7  9  5  10  5  4  9  5  2  7  7  5  3  10  100  6  6
17  4  2  5  2  10  7  4  4  5  8  3  6  9  10  10  6  100  6
18  10  5  2  2  6  7  2  7  4  6  9  10  2  6  2  6  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  8  5  100  100  100  100  100  100  100  100  9  9  100  100  100  100  6
2  8  100  2  100  100  100  100  100  100  100  100  100  100  100  5  6  100  8
3  5  2  100  2  100  7  100  100  100  100  100  100  100  100  100  100  100  100
4  100  100  2  100  5  100  100  100  100  100  10  100  100  100  100  100  100  100
5  100  100  100  5  100  10  100  100  100  100  100  100  100  2  100  100  100  100
6  100  100  7  100  10  100  5  100  100  100  100  100  100  100  100  3  100  100
7  100  100  100  100  100  5  100  7  100  100  100  100  100  100  10  100  100  4
8  100  100  100  100  100  100  7  100  2  100  100  4  100  100  100  100  4  100
9  100  100  100  100  100  100  100  2  100  3  100  100  100  100  100  100  100  100
