param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  9  7  3  8  6  3  5  9  2  2  4  4  7  10  8  2
2  10  100  6  5  7  8  10  9  3  4  2  5  7  6  4  7  10  3
3  9  6  100  3  7  6  10  3  8  9  2  6  10  2  9  4  7  7
4  7  5  3  100  8  3  6  8  9  7  6  5  6  5  9  5  2  8
5  3  7  7  8  100  3  9  3  5  6  10  3  2  4  4  9  9  5
6  8  8  6  3  3  100  4  5  3  9  7  2  6  4  2  10  6  10
7  6  10  10  6  9  4  100  7  5  8  8  4  2  9  10  9  2  8
8  3  9  3  8  3  5  7  100  3  2  2  7  10  6  7  10  2  2
9  5  3  8  9  5  3  5  3  100  8  6  5  4  5  7  6  2  3
10  9  4  9  7  6  9  8  2  8  100  5  10  9  2  9  8  4  7
11  2  2  2  6  10  7  8  2  6  5  100  4  4  7  10  6  5  8
12  2  5  6  5  3  2  4  7  5  10  4  100  7  5  5  3  5  7
13  4  7  10  6  2  6  2  10  4  9  4  7  100  9  5  9  4  9
14  4  6  2  5  4  4  9  6  5  2  7  5  9  100  7  2  3  4
15  7  4  9  9  4  2  10  7  7  9  10  5  5  7  100  7  8  8
16  10  7  4  5  9  10  9  10  6  8  6  3  9  2  7  100  2  3
17  8  10  7  2  9  6  2  2  2  4  5  5  4  3  8  2  100  8
18  2  3  7  8  5  10  8  2  3  7  8  7  9  4  8  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  2  100  100  100  100  100  100  2  100  5  100  100  100  100  100  100  10
2  2  100  6  100  100  100  100  100  100  100  100  100  100  100  7  2  100  100
3  100  6  100  9  100  8  100  7  100  100  100  100  100  100  6  100  100  100
4  100  100  9  100  4  7  100  100  7  100  100  100  7  100  100  100  5  100
5  100  100  100  4  100  6  100  100  100  9  100  100  100  100  100  100  100  6
6  100  100  8  7  6  100  5  2  5  100  100  100  7  100  9  100  100  6
7  100  100  100  100  100  5  100  2  100  100  100  100  100  100  100  100  100  4
8  100  100  7  100  100  2  2  100  6  100  100  9  100  100  4  100  100  100
9  2  100  100  7  100  5  100  6  100  3  100  100  100  100  100  100  9  7
10  100  100  100  100  9  100  100  100  3  100  6  3  100  100  100  7  2  100
11  5  100  100  100  100  100  100  100  100  6  100  3  10  100  100  100  10  100
12  100  100  100  100  100  100  100  9  100  3  3  100  8  5  100  100  100  100
13  100  100  100  7  100  7  100  100  100  100  10  8  100  6  100  100  100  100
14  100  100  100  100  100  100  100  100  100  100  100  5  6  100  3  100  100  10
15  100  7  6  100  100  9  100  4  100  100  100  100  100  3  100  4  2  9
16  100  2  100  100  100  100  100  100  100  7  100  100  100  100  4  100  4  100
17  100  100  100  5  100  100  100  100  9  2  10  100  100  100  2  4  100  5
18  10  100  100  100  6  6  4  100  7  100  100  100  100  10  9  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
