param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  2  7  2  3  6  3  3  6  6  2  4  6  4  9  8  2  3
2  2  100  7  2  9  8  4  7  9  8  5  4  9  2  7  5  2  9
3  7  7  100  10  9  3  2  4  2  9  10  7  6  7  6  5  7  7
4  2  2  10  100  4  6  2  5  7  5  8  2  8  10  6  6  3  4
5  3  9  9  4  100  4  10  3  4  6  9  9  3  9  5  4  7  7
6  6  8  3  6  4  100  10  7  8  5  4  9  9  8  9  9  3  4
7  3  4  2  2  10  10  100  5  5  8  7  7  7  9  5  7  6  3
8  3  7  4  5  3  7  5  100  8  4  7  7  7  10  5  3  3  9
9  6  9  2  7  4  8  5  8  100  4  5  6  4  8  4  4  3  2
10  6  8  9  5  6  5  8  4  4  100  2  7  3  5  5  10  9  2
11  2  5  10  8  9  4  7  7  5  2  100  10  3  7  8  9  8  8
12  4  4  7  2  9  9  7  7  6  7  10  100  3  10  9  5  10  8
13  6  9  6  8  3  9  7  7  4  3  3  3  100  10  7  4  8  5
14  4  2  7  10  9  8  9  10  8  5  7  10  10  100  9  7  5  5
15  9  7  6  6  5  9  5  5  4  5  8  9  7  9  100  4  7  6
16  8  5  5  6  4  9  7  3  4  10  9  5  4  7  4  100  6  5
17  2  2  7  3  7  3  6  3  3  9  8  10  8  5  7  6  100  2
18  3  9  7  4  7  4  3  9  2  2  8  8  5  5  6  5  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  100  100  100  5  100  100  100  100  100  100  100  6  100  100  100  3
2  3  100  5  100  100  100  100  100  100  100  100  100  4  100  100  100  100  100
3  100  5  100  7  100  100  100  100  100  100  100  100  100  100  100  5  100  100
4  100  100  7  100  10  8  3  100  6  100  4  9  100  100  100  100  100  100
5  100  100  100  10  100  2  100  100  100  100  100  100  100  100  7  100  100  100
6  5  100  100  8  2  100  6  100  100  100  8  7  3  100  100  100  3  100
7  100  100  100  3  100  6  100  10  100  100  100  100  100  100  100  10  100  100
8  100  100  100  100  100  100  10  100  6  100  100  100  100  100  100  100  100  100
9  100  100  100  6  100  100  100  6  100  7  8  9  100  100  100  100  100  2
10  100  100  100  100  100  100  100  100  7  100  6  100  100  100  100  100  9  100
11  100  100  100  4  100  8  100  100  8  6  100  2  100  9  100  100  100  100
12  100  100  100  9  100  7  100  100  9  100  2  100  9  8  100  100  100  100
13  100  4  100  100  100  3  100  100  100  100  100  9  100  8  100  4  100  100
14  6  100  100  100  100  100  100  100  100  100  9  8  8  100  9  5  100  100
15  100  100  100  100  7  100  100  100  100  100  100  100  100  9  100  6  100  100
16  100  100  5  100  100  100  10  100  100  100  100  100  4  5  6  100  9  100
17  100  100  100  100  100  3  100  100  100  9  100  100  100  100  100  9  100  6
18  3  100  100  100  100  100  100  100  2  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  1  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  9  18
3  11  12
4  1  2
5  1  18
6  4  7
7  6  13
8  6  17
9  2  13
10  4  11
11  13  16
12  2  3
13  14  16
14  4  9
15  8  9
16  10  11
17  15  16
;
