param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  6  10  5  5  7  3  2  7  10  5  9  5  7  7  4  9
2  10  100  6  6  8  5  5  8  5  10  6  8  2  6  10  4  4  5
3  6  6  100  7  10  3  7  4  5  9  4  4  6  8  7  10  4  2
4  10  6  7  100  4  4  6  10  6  7  2  7  8  2  3  2  3  5
5  5  8  10  4  100  2  3  3  2  7  8  2  7  7  3  10  9  3
6  5  5  3  4  2  100  5  7  7  7  5  6  8  4  8  4  5  8
7  7  5  7  6  3  5  100  2  9  3  7  8  7  3  4  6  8  3
8  3  8  4  10  3  7  2  100  9  6  10  6  2  9  6  3  4  10
9  2  5  5  6  2  7  9  9  100  3  3  4  2  3  2  2  5  2
10  7  10  9  7  7  7  3  6  3  100  8  10  2  3  8  6  7  4
11  10  6  4  2  8  5  7  10  3  8  100  4  3  3  2  10  3  4
12  5  8  4  7  2  6  8  6  4  10  4  100  4  10  8  8  5  3
13  9  2  6  8  7  8  7  2  2  2  3  4  100  7  6  2  6  4
14  5  6  8  2  7  4  3  9  3  3  3  10  7  100  8  2  3  2
15  7  10  7  3  3  8  4  6  2  8  2  8  6  8  100  3  2  7
16  7  4  10  2  10  4  6  3  2  6  10  8  2  2  3  100  4  10
17  4  4  4  3  9  5  8  4  5  7  3  5  6  3  2  4  100  3
18  9  5  2  5  3  8  3  10  2  4  4  3  4  2  7  10  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  100  100  100  100  100  100  2  100  100  100  100  100  100  100  100  7
2  3  100  10  100  4  100  100  100  2  100  100  100  100  6  100  100  10  5
3  100  10  100  8  100  100  100  100  100  4  100  100  100  3  100  100  100  100
4  100  100  8  100  6  100  100  100  100  100  4  100  7  10  100  100  100  100
5  100  4  100  6  100  2  100  100  100  100  100  100  100  100  100  100  100  100
6  100  100  100  100  2  100  10  100  100  100  100  10  100  100  100  100  100  100
7  100  100  100  100  100  10  100  8  10  6  100  100  100  4  100  100  100  100
8  100  100  100  100  100  100  8  100  4  100  100  100  3  100  100  100  100  100
9  2  2  100  100  100  100  10  4  100  10  100  100  100  100  10  9  100  100
10  100  100  4  100  100  100  6  100  10  100  3  100  100  3  100  9  100  7
11  100  100  100  4  100  100  100  100  100  3  100  3  100  4  100  100  100  6
12  100  100  100  100  100  10  100  100  100  100  3  100  5  100  100  2  100  100
13  100  100  100  7  100  100  100  3  100  100  100  5  100  9  100  100  100  100
14  100  6  3  10  100  100  4  100  100  3  4  100  9  100  8  7  100  100
15  100  100  100  100  100  100  100  100  10  100  100  100  100  8  100  6  100  100
16  100  100  100  100  100  100  100  100  9  9  100  2  100  7  6  100  7  100
17  100  10  100  100  100  100  100  100  100  100  100  100  100  100  100  7  100  8
18  7  5  100  100  100  100  100  100  100  7  6  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  2  9
3  5  6
4  12  16
5  3  14
6  8  13
7  10  11
8  10  14
9  11  12
10  2  5
11  4  11
12  7  14
13  8  9
14  2  18
15  12  13
16  4  5
17  15  16
;
