param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  5  3  3  8  9  7  4  5  8  8  8  2  7  6  10  6  8
2  5  100  9  2  3  5  4  6  9  2  3  6  9  10  10  2  8  5
3  3  9  100  4  10  2  7  8  4  2  9  6  4  5  7  6  7  10
4  3  2  4  100  10  5  10  5  2  3  6  4  7  8  6  6  2  2
5  8  3  10  10  100  7  3  6  2  2  6  10  5  6  8  10  2  3
6  9  5  2  5  7  100  6  5  2  6  5  3  8  4  4  3  2  6
7  7  4  7  10  3  6  100  4  6  5  8  6  3  10  9  7  2  8
8  4  6  8  5  6  5  4  100  5  7  10  4  9  9  2  2  3  9
9  5  9  4  2  2  2  6  5  100  6  4  9  5  2  5  5  8  5
10  8  2  2  3  2  6  5  7  6  100  2  10  8  10  3  8  2  3
11  8  3  9  6  6  5  8  10  4  2  100  9  3  7  9  2  6  9
12  8  6  6  4  10  3  6  4  9  10  9  100  2  7  3  10  4  5
13  2  9  4  7  5  8  3  9  5  8  3  2  100  7  10  4  9  2
14  7  10  5  8  6  4  10  9  2  10  7  7  7  100  8  10  3  5
15  6  10  7  6  8  4  9  2  5  3  9  3  10  8  100  7  2  5
16  10  2  6  6  10  3  7  2  5  8  2  10  4  10  7  100  6  4
17  6  8  7  2  2  2  2  3  8  2  6  4  9  3  2  6  100  6
18  8  5  10  2  3  6  8  9  5  3  9  5  2  5  5  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  9
2  10  100  9  100  100  100  100  100  100  100  100  100  3  100  100  100  100  100
3  100  9  100  5  100  100  100  6  100  100  100  100  100  5  100  100  100  100
4  100  100  5  100  5  100  100  100  100  100  100  100  9  100  100  100  100  4
5  100  100  100  5  100  8  100  100  100  10  100  100  9  100  5  100  3  100
6  100  100  100  100  8  100  6  100  100  100  100  100  100  100  100  9  100  100
7  100  100  100  100  100  6  100  5  100  100  2  100  100  100  100  100  100  100
8  100  100  6  100  100  100  5  100  5  100  100  100  8  100  100  3  100  100
9  100  100  100  100  100  100  100  5  100  5  100  100  100  100  100  100  100  100
