param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  4  8  9  9  3  8  10  9  3  7  9  9  5  7  6  9
2  3  100  9  5  3  6  3  8  6  8  7  4  7  2  7  2  2  4
3  4  9  100  4  3  9  3  3  7  4  9  3  4  10  6  3  5  10
4  8  5  4  100  2  9  4  5  4  8  9  3  6  9  2  7  10  8
5  9  3  3  2  100  10  10  10  4  5  10  10  9  2  2  10  8  4
6  9  6  9  9  10  100  7  2  9  3  8  10  4  5  9  5  7  9
7  3  3  3  4  10  7  100  3  4  3  4  9  3  4  5  7  7  10
8  8  8  3  5  10  2  3  100  8  6  8  7  10  7  10  3  2  9
9  10  6  7  4  4  9  4  8  100  2  10  4  7  9  8  8  2  8
10  9  8  4  8  5  3  3  6  2  100  4  3  6  6  9  5  3  2
11  3  7  9  9  10  8  4  8  10  4  100  9  2  6  7  10  3  8
12  7  4  3  3  10  10  9  7  4  3  9  100  3  7  4  2  6  10
13  9  7  4  6  9  4  3  10  7  6  2  3  100  9  4  10  7  4
14  9  2  10  9  2  5  4  7  9  6  6  7  9  100  4  3  3  3
15  5  7  6  2  2  9  5  10  8  9  7  4  4  4  100  3  8  4
16  7  2  3  7  10  5  7  3  8  5  10  2  10  3  3  100  2  3
17  6  2  5  10  8  7  7  2  2  3  3  6  7  3  8  2  100  5
18  9  4  10  8  4  9  10  9  8  2  8  10  4  3  4  3  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  100  100  100  8  5  100  100  100  100  100  6  100  100  100  100  5
2  3  100  3  100  100  100  100  100  100  100  100  100  100  100  10  5  100  100
3  100  3  100  3  100  7  100  100  100  100  100  100  100  100  100  10  100  4
4  100  100  3  100  4  100  100  100  100  5  100  100  100  100  100  100  100  100
5  100  100  100  4  100  3  100  100  100  7  100  100  100  100  100  6  8  100
6  8  100  7  100  3  100  6  100  100  100  100  100  100  100  100  100  100  100
7  5  100  100  100  100  6  100  10  100  3  10  100  100  100  9  100  100  100
8  100  100  100  100  100  100  10  100  7  100  100  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  7  100  6  100  100  100  100  10  100  100  100
10  100  100  100  5  7  100  3  100  6  100  8  100  100  100  100  100  100  8
11  100  100  100  100  100  100  10  100  100  8  100  7  100  100  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  7  100  7  10  100  100  100  100
13  6  100  100  100  100  100  100  100  100  100  100  7  100  8  100  100  100  100
14  100  100  100  100  100  100  100  100  100  100  100  10  8  100  7  100  100  100
15  100  10  100  100  100  100  9  100  10  100  100  100  100  7  100  4  100  100
16  100  5  10  100  6  100  100  100  100  100  100  100  100  100  4  100  7  100
17  100  100  100  100  8  100  100  100  100  100  100  100  100  100  100  7  100  3
18  5  100  4  100  100  100  100  100  100  8  100  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1
