param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  8  2  5  5  8  9  10  8  3  10  10  3  6  4  7  10  3
2  8  100  10  8  9  9  9  10  10  8  8  2  9  3  2  7  2  3
3  2  10  100  2  3  7  5  5  2  6  3  8  2  7  4  3  4  9
4  5  8  2  100  5  10  6  3  2  6  10  5  5  6  7  6  3  10
5  5  9  3  5  100  2  3  7  10  2  3  4  8  7  9  6  8  7
6  8  9  7  10  2  100  8  3  7  4  7  8  9  3  10  2  8  4
7  9  9  5  6  3  8  100  7  6  9  2  10  4  9  5  8  4  6
8  10  10  5  3  7  3  7  100  4  8  7  10  6  6  8  8  9  10
9  8  10  2  2  10  7  6  4  100  7  9  10  10  9  2  3  8  2
10  3  8  6  6  2  4  9  8  7  100  10  5  7  8  6  4  4  3
11  10  8  3  10  3  7  2  7  9  10  100  9  3  8  5  10  10  2
12  10  2  8  5  4  8  10  10  10  5  9  100  8  6  5  3  5  3
13  3  9  2  5  8  9  4  6  10  7  3  8  100  7  9  2  9  7
14  6  3  7  6  7  3  9  6  9  8  8  6  7  100  9  9  4  9
15  4  2  4  7  9  10  5  8  2  6  5  5  9  9  100  6  3  8
16  7  7  3  6  6  2  8  8  3  4  10  3  2  9  6  100  5  8
17  10  2  4  3  8  8  4  9  8  4  10  5  9  4  3  5  100  8
18  3  3  9  10  7  4  6  10  2  3  2  3  7  9  8  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  100  2  100  100  10  100  100  100  100  6  100  8  100  100  100  8
2  10  100  10  100  100  100  9  100  8  100  6  100  100  100  100  100  100  100
3  100  10  100  2  10  100  3  100  100  100  100  100  100  8  10  100  100  100
4  2  100  2  100  3  100  100  5  100  100  100  100  100  4  100  7  100  10
5  100  100  10  3  100  6  100  100  100  100  3  8  100  100  100  100  100  100
6  100  100  100  100  6  100  3  100  100  100  3  100  100  100  100  100  100  100
7  10  9  3  100  100  3  100  2  100  100  10  100  100  100  100  8  100  100
8  100  100  100  5  100  100  2  100  2  100  2  100  100  100  100  100  100  100
9  100  8  100  100  100  100  100  2  100  6  100  10  100  100  100  6  100  100
10  100  100  100  100  100  100  100  100  6  100  5  6  10  100  100  8  100  7
11  100  6  100  100  3  3  10  2  100  5  100  2  100  100  2  100  100  100
12  6  100  100  100  8  100  100  100  10  6  2  100  6  5  100  100  7  100
13  100  100  100  100  100  100  100  100  100  10  100  6  100  6  100  100  100  100
14  8  100  8  4  100  100  100  100  100  100  100  5  6  100  5  100  100  100
15  100  100  10  100  100  100  100  100  100  100  2  100  100  5  100  2  100  100
16  100  100  100  7  100  100  8  100  6  8  100  100  100  100  2  100  9  100
17  100  100  100  100  100  100  100  100  100  100  100  7  100  100  100  9  100  2
18  8  100  100  10  100  100  100  100  100  7  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  3  4
3  7  8
4  8  9
5  8  11
6  11  12
7  11  15
8  15  16
9  17  18
10  3  7
11  4  5
12  6  7
13  4  14
14  10  11
15  2  11
16  12  13
17  10  18
;
