param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  6  7  9  2  10  9  7  4  3  10  10  7  5  5  5  6  7
2  6  100  6  7  5  7  4  5  4  6  2  8  5  4  3  8  6  2
3  7  6  100  9  7  2  7  3  7  6  4  7  6  2  2  3  5  2
4  9  7  9  100  3  8  9  10  10  6  6  2  10  3  3  2  2  3
5  2  5  7  3  100  10  9  9  5  7  2  2  2  10  4  6  4  6
6  10  7  2  8  10  100  8  4  7  8  8  9  6  3  4  4  6  5
7  9  4  7  9  9  8  100  4  4  9  9  4  7  4  10  6  7  7
8  7  5  3  10  9  4  4  100  9  3  3  3  10  4  3  4  2  4
9  4  4  7  10  5  7  4  9  100  6  5  5  7  7  6  6  7  6
10  3  6  6  6  7  8  9  3  6  100  3  7  3  9  9  9  2  3
11  10  2  4  6  2  8  9  3  5  3  100  10  10  8  6  9  8  7
12  10  8  7  2  2  9  4  3  5  7  10  100  9  2  7  5  2  9
13  7  5  6  10  2  6  7  10  7  3  10  9  100  4  7  3  10  5
14  5  4  2  3  10  3  4  4  7  9  8  2  4  100  6  2  8  2
15  5  3  2  3  4  4  10  3  6  9  6  7  7  6  100  10  10  6
16  5  8  3  2  6  4  6  4  6  9  9  5  3  2  10  100  10  8
17  6  6  5  2  4  6  7  2  7  2  8  2  10  8  10  10  100  9
18  7  2  2  3  6  5  7  4  6  3  7  9  5  2  6  8  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  9  100  100  100  100  100  100  7  100  100  100  3  100  100  100  100  2
2  9  100  9  10  100  8  100  100  100  100  100  100  100  100  100  10  100  7
3  100  9  100  10  9  100  100  2  100  100  100  100  100  100  100  100  100  100
4  100  10  10  100  8  7  100  100  100  9  100  100  100  100  100  100  100  100
5  100  100  9  8  100  10  100  100  100  100  100  100  100  2  100  5  100  100
6  100  8  100  7  10  100  6  100  100  100  6  100  100  100  100  100  100  100
7  100  100  100  100  100  6  100  2  100  100  100  100  100  100  100  100  100  100
8  100  100  2  100  100  100  2  100  5  100  100  100  100  100  100  100  100  9
9  7  100  100  100  100  100  100  5  100  10  100  100  3  2  100  100  100  100
10  100  100  100  9  100  100  100  100  10  100  4  100  100  10  100  100  100  3
11  100  100  100  100  100  6  100  100  100  4  100  6  100  100  100  8  100  8
12  100  100  100  100  100  100  100  100  100  100  6  100  9  100  100  100  3  100
13  3  100  100  100  100  100  100  100  3  100  100  9  100  4  5  100  100  10
14  100  100  100  100  2  100  100  100  2  10  100  100  4  100  10  6  7  9
15  100  100  100  100  100  100  100  100  100  100  100  100  5  10  100  7  10  100
16  100  10  100  100  5  100  100  100  100  100  8  100  100  6  7  100  3  100
17  100  100  100  100  100  100  100  100  100  100  100  3  100  7  10  3  100  7
18  2  7  100  100  100  100  100  9  100  3  8  100  10  9  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
