param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  3  7  5  9  10  10  10  7  8  3  9  3  3  5  4  5  8
2  3  100  6  5  7  10  5  4  7  9  2  7  2  6  5  8  6  6
3  7  6  100  4  5  2  4  2  3  7  3  7  10  9  9  8  4  4
4  5  5  4  100  3  5  8  4  3  7  10  8  2  3  9  9  3  9
5  9  7  5  3  100  8  6  7  5  5  6  7  6  10  7  8  10  7
6  10  10  2  5  8  100  3  9  6  10  10  9  5  3  7  10  4  9
7  10  5  4  8  6  3  100  2  6  6  2  7  6  3  9  8  4  8
8  10  4  2  4  7  9  2  100  7  8  3  2  3  8  2  2  4  7
9  7  7  3  3  5  6  6  7  100  9  4  9  5  4  5  7  6  4
10  8  9  7  7  5  10  6  8  9  100  6  10  9  6  4  10  4  2
11  3  2  3  10  6  10  2  3  4  6  100  6  5  8  3  10  3  8
12  9  7  7  8  7  9  7  2  9  10  6  100  10  4  10  4  4  6
13  3  2  10  2  6  5  6  3  5  9  5  10  100  9  2  10  7  3
14  3  6  9  3  10  3  3  8  4  6  8  4  9  100  3  6  8  6
15  5  5  9  9  7  7  9  2  5  4  3  10  2  3  100  6  8  10
16  4  8  8  9  8  10  8  2  7  10  10  4  10  6  6  100  4  8
17  5  6  4  3  10  4  4  4  6  4  3  4  7  8  8  4  100  6
18  8  6  4  9  7  9  8  7  4  2  8  6  3  6  10  8  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  10  100  100  5  2  100  8  100  10  100  100  100  100  4  100  100  4
2  10  100  5  100  100  100  100  100  7  100  100  2  100  4  2  100  100  100
3  100  5  100  8  100  100  100  100  100  100  9  100  100  100  100  100  100  100
4  100  100  8  100  4  100  100  100  100  100  8  9  100  100  100  100  4  100
5  5  100  100  4  100  6  10  100  100  7  100  100  100  100  6  100  100  100
6  2  100  100  100  6  100  6  100  100  5  100  100  100  100  100  100  6  100
7  100  100  100  100  10  6  100  6  100  6  7  100  100  100  100  100  100  100
8  8  100  100  100  100  100  6  100  8  4  100  100  100  100  100  100  4  7
9  100  7  100  100  100  100  100  8  100  5  100  100  100  100  9  100  100  100
10  10  100  100  100  7  5  6  4  5  100  2  100  100  100  4  100  100  10
11  100  100  9  8  100  100  7  100  100  2  100  8  100  100  100  2  100  100
12  100  2  100  9  100  100  100  100  100  100  8  100  6  100  100  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  6  100  2  100  100  100  6
