param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  5  4  7  10  8  4  7  2  2  6  3  3  2  8  5  5  8
2  5  100  2  5  10  3  8  3  8  2  8  3  8  9  7  7  2  2
3  4  2  100  7  3  10  5  4  9  6  8  2  9  8  7  2  8  3
4  7  5  7  100  10  7  10  9  5  6  3  6  4  3  3  7  6  8
5  10  10  3  10  100  3  7  3  5  10  8  9  7  2  9  2  4  4
6  8  3  10  7  3  100  3  7  2  8  3  8  4  6  5  8  5  2
7  4  8  5  10  7  3  100  9  3  8  2  10  6  10  4  7  2  3
8  7  3  4  9  3  7  9  100  5  8  2  4  10  4  4  4  4  2
9  2  8  9  5  5  2  3  5  100  7  8  6  9  10  7  10  4  3
10  2  2  6  6  10  8  8  8  7  100  8  4  6  10  7  10  7  2
11  6  8  8  3  8  3  2  2  8  8  100  4  4  9  6  7  7  8
12  3  3  2  6  9  8  10  4  6  4  4  100  10  3  10  7  2  7
13  3  8  9  4  7  4  6  10  9  6  4  10  100  9  3  7  7  9
14  2  9  8  3  2  6  10  4  10  10  9  3  9  100  5  6  3  8
15  8  7  7  3  9  5  4  4  7  7  6  10  3  5  100  3  5  6
16  5  7  2  7  2  8  7  4  10  10  7  7  7  6  3  100  6  6
17  5  2  8  6  4  5  2  4  4  7  7  2  7  3  5  6  100  10
18  8  2  3  8  4  2  3  2  3  2  8  7  9  8  6  6  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  5  3  100  100  100  3  5  100  100  100  100  100  100  100  100  100  2
2  5  100  10  4  100  100  100  100  100  100  100  100  100  100  100  100  100  100
3  3  10  100  3  100  100  100  9  100  100  100  100  5  100  100  100  100  100
4  100  4  3  100  7  100  100  100  100  100  100  100  100  4  100  100  100  100
5  100  100  100  7  100  7  7  100  100  100  100  100  100  100  100  100  100  100
6  100  100  100  100  7  100  4  100  100  100  100  100  100  100  100  100  100  100
7  3  100  100  100  7  4  100  8  100  100  100  100  100  100  3  2  100  100
8  5  100  9  100  100  100  8  100  10  100  100  100  100  100  7  100  100  100
9  100  100  100  100  100  100  100  10  100  10  4  100  100  100  7  100  100  100
10  100  100  100  100  100  100  100  100  10  100  10  100  100  100  9  100  100  100
11  100  100  100  100  100  100  100  100  4  10  100  8  100  100  100  100  7  100
12  100  100  100  100  100  100  100  100  100  100  8  100  2  7  100  100  100  100
13  100  100  5  100  100  100  100  100  100  100  100  2  100  7  100  100  100  100
14  100  100  100  4  100  100  100  100  100  100  100  7  7  100  10  9  5  100
15  100  100  100  100  100  100  3  7  7  9  100  100  100  10  100  6  100  100
16  100  100  100  100  100  100  2  100  100  100  100  100  100  9  6  100  2  100
17  100  100  100  100  100  100  100  100  100  100  7  100  100  5  100  2  100  8
18  2  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  1
2  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  18
2  7  16
3  12  13
4  16  17
5  1  3
6  1  7
7  3  4
8  7  15
9  2  4
10  4  14
11  6  7
12  9  11
13  1  8
14  3  13
15  4  5
16  9  15
17  10  15
;
