param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  4  7  9  10  9  4  4  5  4  8  9  6  4  2  9  10  7
2  4  100  5  9  3  7  3  6  3  3  7  3  8  4  5  7  9  6
3  7  5  100  8  5  8  4  5  7  9  5  3  10  4  6  9  5  6
4  9  9  8  100  7  4  2  7  2  6  7  4  5  7  3  9  9  3
5  10  3  5  7  100  6  2  5  9  2  4  2  8  8  2  7  6  4
6  9  7  8  4  6  100  7  8  4  8  4  6  5  3  8  4  9  8
7  4  3  4  2  2  7  100  7  2  6  10  5  7  9  8  3  2  8
8  4  6  5  7  5  8  7  100  8  5  9  9  3  6  4  7  2  8
9  5  3  7  2  9  4  2  8  100  10  8  7  2  5  8  5  2  9
10  4  3  9  6  2  8  6  5  10  100  8  10  7  9  8  2  7  7
11  8  7  5  7  4  4  10  9  8  8  100  8  4  6  7  9  4  8
12  9  3  3  4  2  6  5  9  7  10  8  100  7  2  2  9  5  2
13  6  8  10  5  8  5  7  3  2  7  4  7  100  5  4  7  9  10
14  4  4  4  7  8  3  9  6  5  9  6  2  5  100  9  2  2  4
15  2  5  6  3  2  8  8  4  8  8  7  2  4  9  100  6  7  3
16  9  7  9  9  7  4  3  7  5  2  9  9  7  2  6  100  3  2
17  10  9  5  9  6  9  2  2  2  7  4  5  9  2  7  3  100  7
18  7  6  6  3  4  8  8  8  9  7  8  2  10  4  3  2  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  100  2  100  100  100  100  100  100  100  8  100  100  100  100  100  100  100  10
2  2  100  5  100  100  100  100  100  100  100  100  100  8  100  100  100  100  100
3  100  5  100  5  100  100  100  100  4  100  100  100  100  7  100  100  5  100
4  100  100  5  100  8  100  3  100  6  4  100  100  100  100  100  100  100  100
5  100  100  100  8  100  3  100  100  100  100  4  100  2  100  100  100  100  100
6  100  100  100  100  3  100  3  100  100  100  100  8  100  100  100  100  100  100
7  100  100  100  3  100  3  100  4  100  100  100  100  100  100  100  100  6  100
