param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  6  2  9  2  8  6  5  5  9
2  8  100  4  5  5  9  9  2  8  2  7
3  6  4  100  10  8  8  7  2  6  4  2
4  2  5  10  100  3  10  10  6  10  3  4
5  9  5  8  3  100  3  3  10  10  8  3
6  2  9  8  10  3  100  6  7  4  4  7
7  8  9  7  10  3  6  100  9  6  10  5
8  6  2  2  6  10  7  9  100  10  7  8
9  5  8  6  10  10  4  6  10  100  4  6
10  5  2  4  3  8  4  10  7  4  100  5
11  9  7  2  4  3  7  5  8  6  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  100  100  100  100  100  100  100  100  4
2  3  100  2  100  100  100  100  100  100  6  100
3  100  2  100  2  100  100  100  100  100  100  100
4  100  100  2  100  3  100  8  100  100  100  3
5  100  100  100  3  100  5  100  100  100  100  100
6  100  100  100  100  5  100  10  100  100  100  6
7  100  100  100  8  100  10  100  3  10  9  100
8  100  100  100  100  100  100  3  100  6  100  100
9  100  100  100  100  100  100  10  6  100  9  100
10  100  6  100  100  100  100  9  100  9  100  5
11  4  100  100  3  100  6  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  1  0  0  0  1
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  3  4
3  1  2
4  4  5
5  4  11
6  7  8
7  5  6
8  10  11
9  8  9
10  4  7
;
