param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  2  10  5  8  10  3  2  7  2
2  8  100  2  8  9  8  3  3  3  9  5
3  2  2  100  3  9  3  9  7  7  9  10
4  10  8  3  100  9  2  3  7  10  9  7
5  5  9  9  9  100  7  10  6  5  9  5
6  8  8  3  2  7  100  5  4  9  6  5
7  10  3  9  3  10  5  100  10  6  4  6
8  3  3  7  7  6  4  10  100  2  9  8
9  2  3  7  10  5  9  6  2  100  3  4
10  7  9  9  9  9  6  4  9  3  100  10
11  2  5  10  7  5  5  6  8  4  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  100  8  100  100  100  100  100  100  8
2  2  100  10  100  6  100  100  9  100  100  5
3  100  10  100  7  100  100  100  100  2  100  6
4  8  100  7  100  6  100  2  100  100  4  9
5  100  6  100  6  100  4  100  100  100  100  100
6  100  100  100  100  4  100  4  100  100  100  100
7  100  100  100  2  100  4  100  6  7  10  100
8  100  9  100  100  100  100  6  100  3  7  100
9  100  100  2  100  100  100  7  3  100  8  100
10  100  100  100  4  100  100  10  7  8  100  2
11  8  5  6  9  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  1  0  1
4  .  .  .  .  0  0  1  0  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  3  9
3  4  7
4  10  11
5  8  9
6  4  10
7  5  6
8  6  7
9  2  11
10  3  11
;
