param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  7  6  4  8  4  8  3  9  4
2  10  100  6  4  2  3  9  7  9  5  6
3  7  6  100  7  8  3  9  7  7  6  6
4  6  4  7  100  10  8  10  5  6  9  7
5  4  2  8  10  100  9  6  8  4  7  4
6  8  3  3  8  9  100  7  7  10  8  9
7  4  9  9  10  6  7  100  8  3  9  9
8  8  7  7  5  8  7  8  100  5  6  3
9  3  9  7  6  4  10  3  5  100  7  6
10  9  5  6  9  7  8  9  6  7  100  6
11  4  6  6  7  4  9  9  3  6  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  5  100  4  7  100  100  2  100  3
2  10  100  3  100  100  100  100  100  100  10  100
3  5  3  100  8  100  100  100  6  100  100  100
4  100  100  8  100  8  100  100  100  6  100  100
5  4  100  100  8  100  3  100  100  5  100  100
6  7  100  100  100  3  100  4  100  100  100  100
7  100  100  100  100  100  4  100  4  100  100  2
8  100  100  6  100  100  100  4  100  2  100  100
9  2  100  100  6  5  100  100  2  100  9  100
10  100  10  100  100  100  100  100  100  9  100  5
11  3  100  100  100  100  100  2  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  1  0  1  0  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  7  11
3  8  9
4  1  11
5  2  3
6  5  6
7  1  5
8  1  3
9  10  11
10  4  9
;
