param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  9  3  3  10  8  10  9  7  5
2  8  100  4  3  2  2  10  9  7  8  5
3  9  4  100  3  5  2  5  4  2  10  9
4  3  3  3  100  6  4  9  5  7  9  10
5  3  2  5  6  100  4  3  9  6  6  8
6  10  2  2  4  4  100  2  9  6  6  8
7  8  10  5  9  3  2  100  2  9  8  6
8  10  9  4  5  9  9  2  100  7  6  7
9  9  7  2  7  6  6  9  7  100  5  9
10  7  8  10  9  6  6  8  6  5  100  9
11  5  5  9  10  8  8  6  7  9  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  100  9  100  8  100  100  100  100  6
2  9  100  4  100  10  100  100  100  100  100  100
3  100  4  100  9  100  100  10  100  100  100  6
4  9  100  9  100  7  100  100  100  100  100  3
5  100  10  100  7  100  5  100  5  100  4  100
6  8  100  100  100  5  100  9  100  8  100  8
7  100  100  10  100  100  9  100  8  100  100  100
8  100  100  100  100  5  100  8  100  8  10  7
9  100  100  100  100  100  8  100  8  100  6  100
10  100  100  100  100  4  100  100  10  6  100  4
11  6  100  6  3  100  8  100  7  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  1
5  .  .  .  .  .  1  0  1  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1
5  .  .  .  .  .  1  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  11
2  2  3
3  5  10
4  10  11
5  5  6
6  5  8
7  1  11
8  3  11
9  9  10
10  7  8
;
