param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  5  4  2  9  5  4  4  2  9
2  8  100  9  9  9  8  10  9  5  9  3
3  5  9  100  8  7  6  6  2  10  3  7
4  4  9  8  100  9  5  2  8  10  9  4
5  2  9  7  9  100  6  6  7  10  4  2
6  9  8  6  5  6  100  10  2  10  4  5
7  5  10  6  2  6  10  100  9  4  4  4
8  4  9  2  8  7  2  9  100  5  4  7
9  4  5  10  10  10  10  4  5  100  9  7
10  2  9  3  9  4  4  4  4  9  100  9
11  9  3  7  4  2  5  4  7  7  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  100  100  10  100  100  100  100  100  8
2  9  100  10  3  100  6  10  100  100  3  100
3  100  10  100  6  3  100  7  100  100  100  100
4  100  3  6  100  2  100  4  100  100  100  100
5  10  100  3  2  100  2  9  100  9  100  100
6  100  6  100  100  2  100  8  4  100  9  100
7  100  10  7  4  9  8  100  8  100  100  100
8  100  100  100  100  100  4  8  100  3  100  100
9  100  100  100  100  9  100  100  3  100  10  100
10  100  3  100  100  100  9  100  100  10  100  3
11  8  100  100  100  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  1  0  0  0  0  0  1  0
3  .  .  .  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  1  0
3  .  .  .  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  6
3  2  4
4  2  10
5  3  5
6  8  9
7  10  11
8  4  7
9  6  8
10  1  11
;
