param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  7  6  10  3  5  9  4  7  8
2  2  100  10  9  3  10  10  3  2  9  7
3  7  10  100  3  6  10  2  2  3  5  7
4  6  9  3  100  5  6  5  6  10  9  5
5  10  3  6  5  100  10  6  7  6  3  3
6  3  10  10  6  10  100  5  6  10  6  6
7  5  10  2  5  6  5  100  4  6  2  8
8  9  3  2  6  7  6  4  100  7  9  6
9  4  2  3  10  6  10  6  7  100  4  10
10  7  9  5  9  3  6  2  9  4  100  5
11  8  7  7  5  3  6  8  6  10  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  100  100  100  100  100  100  100  100  6
2  4  100  2  100  9  100  100  100  100  100  100
3  100  2  100  2  100  100  8  100  100  100  100
4  100  100  2  100  2  100  100  100  100  100  5
5  100  9  100  2  100  8  100  100  100  100  100
6  100  100  100  100  8  100  8  6  100  100  100
7  100  100  8  100  100  8  100  5  4  100  100
8  100  100  100  100  100  6  5  100  6  2  100
9  100  100  100  100  100  100  4  6  100  9  100
10  100  100  100  100  100  100  100  2  9  100  8
11  6  100  100  5  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0
8  .  .  .  .  .  .  .  .  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  3  4
3  4  5
4  8  10
5  1  2
6  7  9
7  4  11
8  7  8
9  6  8
10  3  7
;
