param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  2  7  2  5  9  4  6  4  7
2  4  100  9  8  6  7  6  3  9  5  5
3  2  9  100  8  9  8  4  10  2  6  10
4  7  8  8  100  8  4  2  7  4  2  8
5  2  6  9  8  100  6  5  3  10  9  7
6  5  7  8  4  6  100  7  5  3  10  5
7  9  6  4  2  5  7  100  6  10  8  2
8  4  3  10  7  3  5  6  100  5  4  6
9  6  9  2  4  10  3  10  5  100  6  9
10  4  5  6  2  9  10  8  4  6  100  6
11  7  5  10  8  7  5  2  6  9  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  9  100  100  100  5  5  100  100  2
2  8  100  10  100  100  100  2  2  100  100  2
3  9  10  100  6  100  100  2  6  100  100  4
4  100  100  6  100  3  100  100  100  100  10  100
5  100  100  100  3  100  5  100  100  100  100  5
6  100  100  100  100  5  100  2  100  100  100  100
7  5  2  2  100  100  2  100  2  100  100  100
8  5  2  6  100  100  100  2  100  3  3  100
9  100  100  100  100  100  100  100  3  100  5  100
10  100  100  100  10  100  100  100  3  5  100  8
11  2  2  4  100  5  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  1  0  0  1
3  .  .  .  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  1  0  0  1
3  .  .  .  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  7
3  2  8
4  2  11
5  3  7
6  6  7
7  4  5
8  8  9
9  8  10
10  5  6
;
