param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  3  5  2  8  3  3  3  9  10
2  9  100  7  6  8  10  4  2  8  4  2
3  3  7  100  3  5  7  6  5  10  7  9
4  5  6  3  100  4  7  3  4  10  2  7
5  2  8  5  4  100  10  10  4  4  10  2
6  8  10  7  7  10  100  7  7  7  2  8
7  3  4  6  3  10  7  100  9  9  2  10
8  3  2  5  4  4  7  9  100  10  8  7
9  3  8  10  10  4  7  9  10  100  2  9
10  9  4  7  2  10  2  2  8  2  100  7
11  10  2  9  7  2  8  10  7  9  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  100  100  6  100  9  100  100  8  8
2  6  100  2  100  100  100  100  100  100  100  100
3  100  2  100  4  100  100  100  5  100  100  100
4  100  100  4  100  5  100  100  100  100  100  100
5  6  100  100  5  100  6  100  2  100  100  100
6  100  100  100  100  6  100  5  100  100  8  100
7  9  100  100  100  100  5  100  4  100  100  100
8  100  100  5  100  2  100  4  100  4  100  7
9  100  100  100  100  100  100  100  4  100  10  100
10  8  100  100  100  100  8  100  100  10  100  7
11  8  100  100  100  100  100  100  7  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  5  8
3  3  4
4  7  8
5  8  9
6  3  8
7  6  7
8  1  2
9  8  11
10  10  11
;
