param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  5  2  5  6  2  8  5  4  9
2  3  100  6  4  7  4  2  5  6  5  2
3  5  6  100  3  6  2  9  2  10  9  4
4  2  4  3  100  7  5  5  9  8  5  4
5  5  7  6  7  100  2  2  10  6  3  9
6  6  4  2  5  2  100  9  5  9  4  7
7  2  2  9  5  2  9  100  7  4  3  7
8  8  5  2  9  10  5  7  100  4  9  7
9  5  6  10  8  6  9  4  4  100  3  10
10  4  5  9  5  3  4  3  9  3  100  3
11  9  2  4  4  9  7  7  7  10  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  3  100  100  100  100  100  10  5  4
2  4  100  5  9  9  100  10  100  100  100  7
3  3  5  100  2  7  4  100  100  100  100  8
4  100  9  2  100  5  100  100  100  100  5  100
5  100  9  7  5  100  8  100  100  100  100  3
6  100  100  4  100  8  100  2  3  100  100  100
7  100  10  100  100  100  2  100  6  100  100  100
8  100  100  100  100  100  3  6  100  7  100  100
9  10  100  100  100  100  100  100  7  100  9  3
10  5  100  100  5  100  100  100  100  9  100  3
11  4  7  8  100  3  100  100  100  3  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  1  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1
6  .  .  .  .  .  .  1  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  1  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1
6  .  .  .  .  .  .  1  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  6  7
3  1  3
4  5  11
5  6  8
6  9  11
7  10  11
8  1  2
9  1  11
10  3  6
;
