param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  7  2  3  2  7  8  8  8  4
2  2  100  10  8  6  4  7  10  7  9  7
3  7  10  100  9  7  6  2  9  8  9  3
4  2  8  9  100  6  7  5  6  4  8  6
5  3  6  7  6  100  6  7  10  2  9  8
6  2  4  6  7  6  100  2  5  3  5  10
7  7  7  2  5  7  2  100  5  6  4  9
8  8  10  9  6  10  5  5  100  10  5  3
9  8  7  8  4  2  3  6  10  100  4  9
10  8  9  9  8  9  5  4  5  4  100  10
11  4  7  3  6  8  10  9  3  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  100  100  100  100  100  100  100  100  3
2  7  100  3  100  100  100  100  6  100  4  100
3  100  3  100  4  100  100  100  100  100  100  4
4  100  100  4  100  8  100  100  100  100  100  100
5  100  100  100  8  100  2  100  100  100  4  6
6  100  100  100  100  2  100  7  4  100  100  100
7  100  100  100  100  100  7  100  6  3  3  8
8  100  6  100  100  100  4  6  100  2  7  100
9  100  100  100  100  100  100  3  2  100  7  100
10  100  4  100  100  4  100  3  7  7  100  7
11  3  100  4  100  6  100  8  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  1  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  8  9
3  1  11
4  2  3
5  7  9
6  7  10
7  2  10
8  3  4
9  3  11
10  5  10
;
