param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  4  7  9  3  3  3  10  7  4
2  6  100  2  4  8  6  7  4  10  9  3
3  4  2  100  4  9  5  9  9  5  5  8
4  7  4  4  100  9  3  2  9  9  6  8
5  9  8  9  9  100  8  2  7  10  10  6
6  3  6  5  3  8  100  7  9  2  2  9
7  3  7  9  2  2  7  100  8  10  3  10
8  3  4  9  9  7  9  8  100  6  3  2
9  10  10  5  9  10  2  10  6  100  3  10
10  7  9  5  6  10  2  3  3  3  100  3
11  4  3  8  8  6  9  10  2  10  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  100  100  100  3  100  100  100  100  3
2  5  100  4  7  2  100  100  100  100  2  100
3  100  4  100  9  100  100  100  4  100  100  100
4  100  7  9  100  7  100  100  100  100  4  100
5  100  2  100  7  100  4  100  100  100  100  100
6  3  100  100  100  4  100  9  100  100  3  100
7  100  100  100  100  100  9  100  6  100  100  3
8  100  100  4  100  100  100  6  100  3  5  100
9  100  100  100  100  100  100  100  3  100  9  7
10  100  2  100  4  100  3  100  5  9  100  9
11  3  100  100  100  100  100  3  100  7  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  1  0  0  0  0  1
2  .  .  1  0  1  0  0  0  0  1  0
3  .  .  .  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  1  0  0  0  0  1
2  .  .  0  0  1  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  5
2  2  10
3  1  6
4  1  11
5  6  10
6  7  11
7  8  9
8  2  3
9  3  8
10  4  10
;
