param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  4  8  9  10  3  4  7  10  8
2  2  100  8  10  5  7  5  7  9  10  5
3  4  8  100  2  10  5  9  10  4  7  9
4  8  10  2  100  5  6  5  10  5  4  10
5  9  5  10  5  100  5  6  4  8  3  9
6  10  7  5  6  5  100  3  5  5  5  3
7  3  5  9  5  6  3  100  4  3  9  7
8  4  7  10  10  4  5  4  100  5  6  7
9  7  9  4  5  8  5  3  5  100  2  6
10  10  10  7  4  3  5  9  6  2  100  5
11  8  5  9  10  9  3  7  7  6  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  100  5  8  100  100  100  100  100  6
2  7  100  6  2  100  7  100  100  100  100  100
3  100  6  100  10  100  100  100  100  100  5  100
4  5  2  10  100  4  100  100  8  100  100  100
5  8  100  100  4  100  7  4  4  100  100  100
6  100  7  100  100  7  100  3  100  9  100  100
7  100  100  100  100  4  3  100  2  100  100  3
8  100  100  100  8  4  100  2  100  4  100  100
9  100  100  100  100  100  9  100  4  100  2  100
10  100  100  5  100  100  100  100  100  2  100  5
11  6  100  100  100  100  100  3  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  1  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  4
2  7  8
3  9  10
4  6  7
5  7  11
6  4  5
7  5  7
8  8  9
9  1  4
10  3  10
;
