param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  3  10  6  5  10  3  4  7  6
2  6  100  5  10  4  9  7  8  4  9  10
3  3  5  100  2  6  7  10  4  7  7  6
4  10  10  2  100  4  10  8  10  4  5  6
5  6  4  6  4  100  7  8  3  7  5  8
6  5  9  7  10  7  100  8  6  3  8  4
7  10  7  10  8  8  8  100  8  9  7  9
8  3  8  4  10  3  6  8  100  6  2  2
9  4  4  7  4  7  3  9  6  100  5  3
10  7  9  7  5  5  8  7  2  5  100  4
11  6  10  6  6  8  4  9  2  3  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  100  100  100  100  100  100  100  100  9
2  8  100  8  6  100  10  8  100  3  100  100
3  100  8  100  9  100  100  100  4  100  7  100
4  100  6  9  100  5  100  100  7  100  100  10
5  100  100  100  5  100  8  5  100  100  8  100
6  100  10  100  100  8  100  10  100  100  100  100
7  100  8  100  100  5  10  100  4  6  10  100
8  100  100  4  7  100  100  4  100  10  100  100
9  100  3  100  100  100  100  6  10  100  2  100
10  100  100  7  100  8  100  10  100  2  100  8
11  9  100  100  10  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  1  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  9  10
2  2  9
3  3  8
4  7  8
5  4  5
6  5  7
7  2  4
8  1  2
9  5  6
10  10  11
;
