param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  6  5  2  2  8  2  6  7  6
2  7  100  9  9  9  3  8  6  3  5  7
3  6  9  100  4  7  6  5  5  4  10  2
4  5  9  4  100  4  9  2  6  3  3  2
5  2  9  7  4  100  9  2  6  8  5  10
6  2  3  6  9  9  100  7  8  3  3  10
7  8  8  5  2  2  7  100  5  6  4  10
8  2  6  5  6  6  8  5  100  8  2  2
9  6  3  4  3  8  3  6  8  100  2  8
10  7  5  10  3  5  3  4  2  2  100  6
11  6  7  2  2  10  10  10  2  8  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  100  100  100  100  100  100  100  100  3
2  6  100  10  100  100  100  3  100  100  100  100
3  100  10  100  5  100  100  100  5  100  100  100
4  100  100  5  100  5  10  100  100  100  100  100
5  100  100  100  5  100  10  100  6  100  100  100
6  100  100  100  10  10  100  6  100  100  100  100
7  100  3  100  100  100  6  100  8  100  100  9
8  100  100  5  100  6  100  8  100  5  100  100
9  100  100  100  100  100  100  100  5  100  7  100
10  100  100  100  100  100  100  100  100  7  100  7
11  3  100  100  100  100  100  9  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  7
3  3  4
4  3  8
5  4  5
6  8  9
7  1  2
8  6  7
9  9  10
10  10  11
;
