param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  4  8  3  8  4  10  7  10  4
2  7  100  9  2  7  10  5  3  6  3  10
3  4  9  100  2  7  10  10  10  8  8  2
4  8  2  2  100  2  5  7  7  8  5  4
5  3  7  7  2  100  5  10  8  7  9  9
6  8  10  10  5  5  100  5  5  8  8  7
7  4  5  10  7  10  5  100  9  8  10  8
8  10  3  10  7  8  5  9  100  2  6  4
9  7  6  8  8  7  8  8  2  100  9  4
10  10  3  8  5  9  8  10  6  9  100  5
11  4  10  2  4  9  7  8  4  4  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  100  100  100  100  100  100  100  100  8
2  2  100  8  100  100  100  100  100  100  100  100
3  100  8  100  7  100  100  100  100  3  100  100
4  100  100  7  100  4  100  100  4  10  100  100
5  100  100  100  4  100  9  100  100  100  100  100
6  100  100  100  100  9  100  3  4  5  100  100
7  100  100  100  100  100  3  100  10  100  100  5
8  100  100  100  4  100  4  10  100  8  100  8
9  100  100  3  10  100  5  100  8  100  7  100
10  100  100  100  100  100  100  100  100  7  100  4
11  8  100  100  100  100  100  5  8  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0
4  .  .  .  .  1  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  1  0  0
7  .  .  .  .  .  .  .  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0
4  .  .  .  .  1  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  3  9
3  6  7
4  4  5
5  4  8
6  6  8
7  10  11
8  6  9
9  7  11
10  1  11
;
