param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  5  3  2  4  2  7  6  2  2
2  6  100  10  7  4  4  6  2  8  5  3
3  5  10  100  7  7  4  3  4  7  3  4
4  3  7  7  100  7  5  3  8  2  4  7
5  2  4  7  7  100  6  6  4  4  10  5
6  4  4  4  5  6  100  10  8  2  6  7
7  2  6  3  3  6  10  100  5  9  10  4
8  7  2  4  8  4  8  5  100  10  5  10
9  6  8  7  2  4  2  9  10  100  4  6
10  2  5  3  4  10  6  10  5  4  100  6
11  2  3  4  7  5  7  4  10  6  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  9  100  100  6  100  100  100  100  4
2  8  100  7  100  100  100  100  100  100  100  100
3  9  7  100  6  9  100  7  100  100  100  100
4  100  100  6  100  4  100  7  100  5  100  5
5  100  100  9  4  100  8  100  100  100  100  100
6  6  100  100  100  8  100  10  100  100  8  100
7  100  100  7  7  100  10  100  3  4  9  100
8  100  100  100  100  100  100  3  100  5  100  100
9  100  100  100  5  100  100  4  5  100  3  100
10  100  100  100  100  100  8  9  100  3  100  7
11  4  100  100  5  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  1  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  1  0  1
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  7  8
2  9  10
3  1  11
4  4  5
5  7  9
6  4  9
7  4  11
8  1  6
9  3  4
10  2  3
;
