param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  6  9  5  9  7  6  7  7  9
2  8  100  3  4  5  8  8  10  9  9  9
3  6  3  100  4  2  7  8  10  5  8  2
4  9  4  4  100  6  5  5  9  9  7  2
5  5  5  2  6  100  4  5  2  6  9  3
6  9  8  7  5  4  100  9  7  9  7  3
7  7  8  8  5  5  9  100  7  9  2  9
8  6  10  10  9  2  7  7  100  6  10  8
9  7  9  5  9  6  9  9  6  100  7  10
10  7  9  8  7  9  7  2  10  7  100  5
11  9  9  2  2  3  3  9  8  10  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  100  100  100  100  100  100  100  6  2
2  7  100  2  100  100  6  100  100  100  100  100
3  100  2  100  2  100  6  100  100  100  100  100
4  100  100  2  100  8  10  100  10  100  100  100
5  100  100  100  8  100  10  100  100  100  100  6
6  100  6  6  10  10  100  4  100  6  100  100
7  100  100  100  100  100  4  100  8  100  100  6
8  100  100  100  10  100  100  8  100  3  100  100
9  100  100  100  100  100  6  100  3  100  6  100
10  6  100  100  100  100  100  100  100  6  100  4
11  2  100  100  100  6  100  6  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1
6  .  .  .  .  .  .  1  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  3
3  3  4
4  8  9
5  6  7
6  10  11
7  2  6
8  5  11
9  6  9
10  7  11
;
