param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  5  2  10  7  7  7  4  7  6
2  5  100  6  3  6  6  8  10  8  10  10
3  5  6  100  10  5  6  4  9  10  9  9
4  2  3  10  100  3  4  10  7  3  5  9
5  10  6  5  3  100  9  6  6  4  10  7
6  7  6  6  4  9  100  2  10  7  5  2
7  7  8  4  10  6  2  100  10  6  7  7
8  7  10  9  7  6  10  10  100  9  2  3
9  4  8  10  3  4  7  6  9  100  10  7
10  7  10  9  5  10  5  7  2  10  100  2
11  6  10  9  9  7  2  7  3  7  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  100  100  100  100  100  100  100  100  7
2  7  100  4  100  100  100  100  100  100  100  5
3  100  4  100  6  5  7  3  100  100  100  4
4  100  100  6  100  7  100  100  100  100  100  6
5  100  100  5  7  100  5  100  100  2  100  100
6  100  100  7  100  5  100  5  8  100  100  100
7  100  100  3  100  100  5  100  4  100  100  100
8  100  100  100  100  100  8  4  100  4  8  100
9  100  100  100  100  2  100  100  4  100  9  10
10  100  100  100  100  100  100  100  8  9  100  10
11  7  5  4  6  100  100  100  100  10  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  1  0  1  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  9
2  3  7
3  2  3
4  3  11
5  7  8
6  8  9
7  3  5
8  5  6
9  3  4
10  1  2
;
