param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  8  4  9  4  3  8  6  3  3
2  6  100  6  7  2  7  2  2  3  5  3
3  8  6  100  6  7  7  5  3  9  3  9
4  4  7  6  100  9  6  6  6  9  9  9
5  9  2  7  9  100  7  9  8  3  8  10
6  4  7  7  6  7  100  6  5  3  8  8
7  3  2  5  6  9  6  100  3  10  5  4
8  8  2  3  6  8  5  3  100  5  10  5
9  6  3  9  9  3  3  10  5  100  3  8
10  3  5  3  9  8  8  5  10  3  100  2
11  3  3  9  9  10  8  4  5  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  8  100  100  100  100  100  100  10  100  7
2  8  100  3  100  100  100  100  100  9  100  100
3  100  3  100  5  100  100  10  100  2  4  2
4  100  100  5  100  9  6  100  100  100  100  100
5  100  100  100  9  100  10  4  100  6  100  9
6  100  100  100  6  10  100  9  100  100  100  10
7  100  100  10  100  4  9  100  7  100  100  4
8  100  100  100  100  100  100  7  100  10  100  100
9  10  9  2  100  6  100  100  10  100  2  100
10  100  100  4  100  100  100  100  100  2  100  9
11  7  100  2  100  9  10  4  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  1
4  .  .  .  .  0  1  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  9
2  3  11
3  9  10
4  2  3
5  5  7
6  7  11
7  3  4
8  4  6
9  1  11
10  7  8
;
