param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  8  5  9  4  10  4  9  6  7
2  6  100  10  3  4  5  6  3  10  8  4
3  8  10  100  3  4  8  4  7  6  9  2
4  5  3  3  100  3  5  9  7  5  6  9
5  9  4  4  3  100  10  5  3  3  4  3
6  4  5  8  5  10  100  10  2  7  2  9
7  10  6  4  9  5  10  100  6  2  7  2
8  4  3  7  7  3  2  6  100  9  9  2
9  9  10  6  5  3  7  2  9  100  7  9
10  6  8  9  6  4  2  7  9  7  100  6
11  7  4  2  9  3  9  2  2  9  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  4  100  9  4  100  100  100  100  100  5
2  4  100  8  7  100  100  100  100  100  100  100
3  100  8  100  3  100  100  100  7  5  100  2
4  9  7  3  100  10  100  100  100  100  100  100
5  4  100  100  10  100  4  100  7  100  100  100
6  100  100  100  100  4  100  4  100  100  100  100
7  100  100  100  100  100  4  100  10  100  100  100
8  100  100  7  100  7  100  10  100  3  100  100
9  100  100  5  100  100  100  100  3  100  5  5
10  100  100  100  100  100  100  100  100  5  100  7
11  5  100  2  100  100  100  100  100  5  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  11
2  3  4
3  8  9
4  1  2
5  1  5
6  5  6
7  6  7
8  1  11
9  3  9
10  9  10
;
