param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  3  4  10  3  4  5  7  7  7
2  5  100  9  9  2  4  6  3  7  8  6
3  3  9  100  6  7  2  10  4  7  9  5
4  4  9  6  100  4  8  4  4  9  2  10
5  10  2  7  4  100  3  9  3  10  9  10
6  3  4  2  8  3  100  2  7  7  8  6
7  4  6  10  4  9  2  100  6  5  10  8
8  5  3  4  4  3  7  6  100  6  2  9
9  7  7  7  9  10  7  5  6  100  4  8
10  7  8  9  2  9  8  10  2  4  100  7
11  7  6  5  10  10  6  8  9  8  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  5  100  100  100  4  100  100  100  100  9
2  5  100  7  100  100  100  5  100  100  100  9
3  100  7  100  3  100  100  100  100  100  7  9
4  100  100  3  100  7  8  100  100  100  100  100
5  100  100  100  7  100  5  100  100  100  100  100
6  4  100  100  8  5  100  6  100  100  100  100
7  100  5  100  100  100  6  100  4  100  100  100
8  100  100  100  100  100  100  4  100  2  3  100
9  100  100  100  100  100  100  100  2  100  5  100
10  100  100  7  100  100  100  100  3  5  100  4
11  9  9  9  100  100  100  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  8  9
2  3  4
3  8  10
4  1  6
5  7  8
6  10  11
7  1  2
8  2  7
9  5  6
10  2  3
;
