param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  2  8  10  10  6  6  10  8  7
2  9  100  6  4  8  7  6  5  3  8  9
3  2  6  100  2  3  9  4  2  6  6  4
4  8  4  2  100  4  10  2  5  2  7  3
5  10  8  3  4  100  3  8  3  7  8  4
6  10  7  9  10  3  100  3  5  2  7  8
7  6  6  4  2  8  3  100  4  5  2  7
8  6  5  2  5  3  5  4  100  2  5  7
9  10  3  6  2  7  2  5  2  100  10  6
10  8  8  6  7  8  7  2  5  10  100  10
11  7  9  4  3  4  8  7  7  6  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  7  100  7  5  100  100  100  100  6
2  9  100  3  5  100  100  100  100  100  100  6
3  7  3  100  3  10  100  100  100  100  100  100
4  100  5  3  100  3  100  10  100  100  4  7
5  7  100  10  3  100  4  4  100  4  2  9
6  5  100  100  100  4  100  7  100  100  100  2
7  100  100  100  10  4  7  100  4  100  100  100
8  100  100  100  100  100  100  4  100  4  100  100
9  100  100  100  100  4  100  100  4  100  3  100
10  100  100  100  4  2  100  100  100  3  100  3
11  6  6  100  7  9  2  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  1  1  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  1
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  10
2  6  11
3  2  3
4  3  4
5  4  5
6  9  10
7  10  11
8  5  6
9  5  7
10  7  8
;
