param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  10  9  3  3  5  8  5  7  10
2  2  100  8  10  3  9  3  8  8  5  3
3  10  8  100  4  9  10  3  4  7  4  9
4  9  10  4  100  5  8  10  8  6  4  8
5  3  3  9  5  100  2  10  2  4  2  2
6  3  9  10  8  2  100  10  7  7  9  2
7  5  3  3  10  10  10  100  7  2  2  6
8  8  8  4  8  2  7  7  100  9  8  8
9  5  8  7  6  4  7  2  9  100  5  7
10  7  5  4  4  2  9  2  8  5  100  4
11  10  3  9  8  2  2  6  8  7  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  10  100  100  100  100  5  100  100  3
2  9  100  8  100  100  100  3  10  9  100  9
3  10  8  100  2  100  100  100  100  100  100  100
4  100  100  2  100  6  100  100  100  8  100  100
5  100  100  100  6  100  9  100  100  100  100  100
6  100  100  100  100  9  100  4  100  8  100  100
7  100  3  100  100  100  4  100  9  100  3  100
8  5  10  100  100  100  100  9  100  8  100  100
9  100  9  100  8  100  8  100  8  100  2  7
10  100  100  100  100  100  100  3  100  2  100  10
11  3  9  100  100  100  100  100  100  7  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  1  0  0  1
2  .  .  1  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  1
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  9  10
3  1  11
4  2  7
5  7  10
6  6  7
7  1  8
8  4  5
9  9  11
10  2  3
;
