param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  2  5  7  4  4  3  9  10  2
2  10  100  7  3  7  7  2  8  7  3  5
3  2  7  100  8  8  6  9  3  5  4  10
4  5  3  8  100  8  6  10  2  4  10  7
5  7  7  8  8  100  7  3  10  8  10  10
6  4  7  6  6  7  100  3  8  10  10  9
7  4  2  9  10  3  3  100  3  2  10  3
8  3  8  3  2  10  8  3  100  3  8  3
9  9  7  5  4  8  10  2  3  100  7  4
10  10  3  4  10  10  10  10  8  7  100  9
11  2  5  10  7  10  9  3  3  4  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  6  100  100  100  100  6  9  100  100  3
2  6  100  5  100  9  100  100  100  100  100  2
3  100  5  100  4  4  100  8  10  100  100  100
4  100  100  4  100  3  100  100  100  10  100  100
5  100  9  4  3  100  6  2  4  100  100  3
6  100  100  100  100  6  100  4  100  100  100  100
7  6  100  8  100  2  4  100  3  100  100  100
8  9  100  10  100  4  100  3  100  10  9  100
9  100  100  100  10  100  100  100  10  100  2  100
10  100  100  100  100  100  100  100  9  2  100  3
11  3  2  100  100  3  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  11
2  5  7
3  9  10
4  1  11
5  4  5
6  5  11
7  7  8
8  10  11
9  3  4
10  6  7
;
