param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  6  8  5  10  10  8  4  4  10
2  3  100  9  3  7  10  5  3  7  9  8
3  6  9  100  6  5  2  6  6  6  7  6
4  8  3  6  100  4  9  8  6  3  8  7
5  5  7  5  4  100  9  8  3  5  7  8
6  10  10  2  9  9  100  5  5  9  2  9
7  10  5  6  8  8  5  100  6  7  9  6
8  8  3  6  6  3  5  6  100  4  7  4
9  4  7  6  3  5  9  7  4  100  6  9
10  4  9  7  8  7  2  9  7  6  100  10
11  10  8  6  7  8  9  6  4  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  100  100  100  100  100  100  100  2  2
2  3  100  8  100  100  3  7  100  100  100  100
3  100  8  100  4  100  100  100  4  100  100  100
4  100  100  4  100  3  8  100  100  100  9  6
5  100  100  100  3  100  9  100  100  100  100  100
6  100  3  100  8  9  100  8  100  100  100  100
7  100  7  100  100  100  8  100  9  4  100  100
8  100  100  4  100  100  100  9  100  10  100  100
9  100  100  100  100  100  100  4  10  100  5  100
10  2  100  100  9  100  100  100  100  5  100  5
11  2  100  100  6  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  1  1
2  .  .  0  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  0  0  0  0  0  0  1  1
2  .  .  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  10
2  1  11
3  1  2
4  2  6
5  4  5
6  3  4
7  3  8
8  7  9
9  9  10
10  4  11
;
