param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  6  2  6  3  3  8  2  6  3
2  10  100  7  7  3  7  8  8  9  7  9
3  6  7  100  3  8  9  10  8  7  2  6
4  2  7  3  100  2  9  3  6  6  8  9
5  6  3  8  2  100  10  10  10  7  3  7
6  3  7  9  9  10  100  4  3  6  2  4
7  3  8  10  3  10  4  100  5  5  3  5
8  8  8  8  6  10  3  5  100  3  10  10
9  2  9  7  6  7  6  5  3  100  9  7
10  6  7  2  8  3  2  3  10  9  100  6
11  3  9  6  9  7  4  5  10  7  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  2  100  2  100  100  6  2  100  100  3
2  2  100  2  100  100  100  100  100  6  100  100
3  100  2  100  10  100  100  100  100  100  100  100
4  2  100  10  100  3  100  3  100  100  5  10
5  100  100  100  3  100  8  100  2  100  4  100
6  100  100  100  100  8  100  10  100  100  100  100
7  6  100  100  3  100  10  100  5  100  100  100
8  2  100  100  100  2  100  5  100  10  9  100
9  100  6  100  100  100  100  100  10  100  8  100
10  100  100  100  5  4  100  100  9  8  100  9
11  3  100  100  10  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  1  0  0  0  1  0  0  1
2  .  .  1  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  1  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  1  0  1  0  0  0  1  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  4
3  1  8
4  2  3
5  5  8
6  1  11
7  4  7
8  5  10
9  2  9
10  5  6
;
