param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  3  4  5  4  2  8  10  2  2  7
2  3  100  3  5  5  6  8  9  3  4  10
3  4  3  100  2  2  3  9  4  9  9  10
4  5  5  2  100  8  9  2  9  4  5  4
5  4  5  2  8  100  8  2  4  10  6  7
6  2  6  3  9  8  100  10  3  3  9  2
7  8  8  9  2  2  10  100  4  10  9  2
8  10  9  4  9  4  3  4  100  5  3  10
9  2  3  9  4  10  3  10  5  100  9  10
10  2  4  9  5  6  9  9  3  9  100  3
11  7  10  10  4  7  2  2  10  10  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  7  7  100  100  100  100  3  100  100  10
2  7  100  6  100  100  100  2  100  100  100  7
3  7  6  100  5  100  100  100  100  9  100  100
4  100  100  5  100  3  100  100  100  5  100  100
5  100  100  100  3  100  4  100  5  100  100  100
6  100  100  100  100  4  100  3  100  100  100  100
7  100  2  100  100  100  3  100  9  100  100  100
8  3  100  100  100  5  100  9  100  8  10  100
9  100  100  9  5  100  100  100  8  100  2  100
10  100  100  100  100  100  100  100  10  2  100  4
11  10  7  100  100  100  100  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  1  0  0
5  .  .  .  .  .  1  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  1
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  7
2  9  10
3  1  8
4  4  5
5  6  7
6  5  6
7  10  11
8  3  4
9  4  9
10  5  8
;
