param fuelCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  10  8  4  6  6  2  9  10  2  5
2  10  100  8  8  7  4  2  7  5  5  10
3  8  8  100  2  6  6  7  2  10  4  2
4  4  8  2  100  8  6  10  4  7  7  6
5  6  7  6  8  100  3  7  3  7  4  9
6  6  4  6  6  3  100  10  5  2  6  9
7  2  2  7  10  7  10  100  8  6  6  6
8  9  7  2  4  3  5  8  100  2  8  4
9  10  5  10  7  7  2  6  2  100  5  8
10  2  5  4  7  4  6  6  8  5  100  8
11  5  10  2  6  9  9  6  4  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11 :=
1  100  9  100  100  9  100  100  8  100  9  9
2  9  100  6  100  100  100  100  100  100  4  100
3  100  6  100  6  5  100  100  100  2  100  100
4  100  100  6  100  9  100  100  100  100  100  100
5  9  100  5  9  100  4  100  100  100  100  100
6  100  100  100  100  4  100  8  100  100  6  100
7  100  100  100  100  100  8  100  9  100  100  100
8  8  100  100  100  100  100  9  100  5  9  100
9  100  100  2  100  100  100  100  5  100  6  100
10  9  4  100  100  100  6  100  9  6  100  10
11  9  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  1  0  0  1
2  .  .  1  0  0  0  0  0  0  1  0
3  .  .  .  1  1  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11 :=
1  .  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0
3  .  .  .  0  1  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0
10  .  .  .  .  .  .  .  .  .  .  0
11  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  9
2  2  10
3  5  6
4  3  5
5  8  9
6  2  3
7  3  4
8  1  8
9  6  7
10  1  11
;
